good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
As-tu remarqué cette télévision si grande?;As-tu remarqué cette télévision si grands?;grande;grands;grande;adjective_noun_agreement
Je vois ces robes très vieilles aujourd'hui.;Je vois ces robes très vieux aujourd'hui.;vieilles;vieux;vieilles;adjective_noun_agreement
Hier, j'ai vu ces maisons si nouvelles.;Hier, j'ai vu ces maisons si nouvelle.;nouvelles;nouvelle;nouvelles;adjective_noun_agreement
Elle aime cette lampe qui est nouvelle.;Elle aime cette lampe qui est nouveau.;nouvelle;nouveau;nouvelle;adjective_noun_agreement
Voici ces livres vraiment nouveaux.;Voici ces livres vraiment nouvelle.;nouveaux;nouvelle;nouveaux;adjective_noun_agreement
Nous avons acheté cette télévision très nouvelle.;Nous avons acheté cette télévision très nouveau.;nouvelle;nouveau;nouvelle;adjective_noun_agreement
Elle aime ces robes qui est intelligentes.;Elle aime ces robes qui est intelligents.;intelligentes;intelligents;intelligentes;adjective_noun_agreement
As-tu remarqué ce chat si grand?;As-tu remarqué ce chat si grands?;grand;grands;grand;adjective_noun_agreement
As-tu remarqué ce chat si frais?;As-tu remarqué ce chat si fraîches?;frais;fraîches;frais;adjective_noun_agreement
Elle aime ces vélos qui est vieux.;Elle aime ces vélos qui est vieilles.;vieux;vieilles;vieux;adjective_noun_agreement
ces ordinateurs est beaux.;ces ordinateurs est belles.;beaux;belles;beaux;adjective_noun_agreement
Ils ont trouvé ces ordinateurs très vieux.;Ils ont trouvé ces ordinateurs très vieille.;vieux;vieille;vieux;adjective_noun_agreement
Elle aime ces fenêtres qui est vieilles.;Elle aime ces fenêtres qui est vieille.;vieilles;vieille;vieilles;adjective_noun_agreement
Ils ont trouvé cette télévision très belle.;Ils ont trouvé cette télévision très beau.;belle;beau;belle;adjective_noun_agreement
Nous avons acheté ce canapé très intelligent.;Nous avons acheté ce canapé très intelligentes.;intelligent;intelligentes;intelligent;adjective_noun_agreement
Nous avons acheté cette porte très petite.;Nous avons acheté cette porte très petites.;petite;petites;petite;adjective_noun_agreement
Voici cette chaise vraiment intelligente.;Voici cette chaise vraiment intelligents.;intelligente;intelligents;intelligente;adjective_noun_agreement
Elle aime ce mur qui est beau.;Elle aime ce mur qui est beaux.;beau;beaux;beau;adjective_noun_agreement
Hier, j'ai vu ces livres si vieux.;Hier, j'ai vu ces livres si vieilles.;vieux;vieilles;vieux;adjective_noun_agreement
cette chaise semble rouge.;cette chaise semble rouges.;rouge;rouges;rouge;adjective_noun_agreement
Ils ont trouvé ce canapé très grand.;Ils ont trouvé ce canapé très grande.;grand;grande;grand;adjective_noun_agreement
ces stylos semble petits.;ces stylos semble petit.;petits;petit;petits;adjective_noun_agreement
Voici ces chaussures vraiment belles.;Voici ces chaussures vraiment beaux.;belles;beaux;belles;adjective_noun_agreement
Elle aime ce chat qui est petit.;Elle aime ce chat qui est petite.;petit;petite;petit;adjective_noun_agreement
cette lampe semble nouvelle.;cette lampe semble nouveaux.;nouvelle;nouveaux;nouvelle;adjective_noun_agreement
Hier, j'ai vu ces maisons si petites.;Hier, j'ai vu ces maisons si petite.;petites;petite;petites;adjective_noun_agreement
Ils ont trouvé ces ordinateurs très petits.;Ils ont trouvé ces ordinateurs très petites.;petits;petites;petits;adjective_noun_agreement
Elle aime cette porte qui est fraîche.;Elle aime cette porte qui est fraîches.;fraîche;fraîches;fraîche;adjective_noun_agreement
Elle aime cette voiture qui est vieille.;Elle aime cette voiture qui est vieux.;vieille;vieux;vieille;adjective_noun_agreement
Hier, j'ai vu ce bureau si nouveau.;Hier, j'ai vu ce bureau si nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Tu dois nettoyer cette lampe petite.;Tu dois nettoyer cette lampe petits.;petite;petits;petite;adjective_noun_agreement
Hier, j'ai vu ce mur si heureux.;Hier, j'ai vu ce mur si heureuses.;heureux;heureuses;heureux;adjective_noun_agreement
Hier, j'ai vu cette chaise si grande.;Hier, j'ai vu cette chaise si grands.;grande;grands;grande;adjective_noun_agreement
Je vois ces robes très vieilles aujourd'hui.;Je vois ces robes très vieux aujourd'hui.;vieilles;vieux;vieilles;adjective_noun_agreement
ces vélos semble heureux.;ces vélos semble heureuse.;heureux;heureuse;heureux;adjective_noun_agreement
Elle aime ces rideaux qui est vieux.;Elle aime ces rideaux qui est vieille.;vieux;vieille;vieux;adjective_noun_agreement
Nous avons acheté ce bureau très bleu.;Nous avons acheté ce bureau très bleus.;bleu;bleus;bleu;adjective_noun_agreement
Je vois ce chien très bleu aujourd'hui.;Je vois ce chien très bleus aujourd'hui.;bleu;bleus;bleu;adjective_noun_agreement
Je vois cette télévision très grande aujourd'hui.;Je vois cette télévision très grands aujourd'hui.;grande;grands;grande;adjective_noun_agreement
Je vois ces chaussures très vieilles aujourd'hui.;Je vois ces chaussures très vieux aujourd'hui.;vieilles;vieux;vieilles;adjective_noun_agreement
Tu dois nettoyer ce chat rouge.;Tu dois nettoyer ce chat rouges.;rouge;rouges;rouge;adjective_noun_agreement
Je vois ces robes très grandes aujourd'hui.;Je vois ces robes très grands aujourd'hui.;grandes;grands;grandes;adjective_noun_agreement
Voici ces maisons vraiment grandes.;Voici ces maisons vraiment grande.;grandes;grande;grandes;adjective_noun_agreement
Tu dois nettoyer ces rideaux vieux.;Tu dois nettoyer ces rideaux vieille.;vieux;vieille;vieux;adjective_noun_agreement
Hier, j'ai vu ces stylos si bleus.;Hier, j'ai vu ces stylos si bleues.;bleus;bleues;bleus;adjective_noun_agreement
Nous avons acheté ces maisons très nouvelles.;Nous avons acheté ces maisons très nouveaux.;nouvelles;nouveaux;nouvelles;adjective_noun_agreement
Elle aime ces stylos qui est nouveaux.;Elle aime ces stylos qui est nouvelle.;nouveaux;nouvelle;nouveaux;adjective_noun_agreement
Ils ont trouvé ce mur très beau.;Ils ont trouvé ce mur très belle.;beau;belle;beau;adjective_noun_agreement
Je vois ces vélos très intelligents aujourd'hui.;Je vois ces vélos très intelligentes aujourd'hui.;intelligents;intelligentes;intelligents;adjective_noun_agreement
Elle aime cette porte qui est grande.;Elle aime cette porte qui est grandes.;grande;grandes;grande;adjective_noun_agreement
As-tu remarqué cette voiture si intelligente?;As-tu remarqué cette voiture si intelligentes?;intelligente;intelligentes;intelligente;adjective_noun_agreement
Je vois cette porte très intelligente aujourd'hui.;Je vois cette porte très intelligentes aujourd'hui.;intelligente;intelligentes;intelligente;adjective_noun_agreement
Nous avons acheté cette voiture très intelligente.;Nous avons acheté cette voiture très intelligentes.;intelligente;intelligentes;intelligente;adjective_noun_agreement
As-tu remarqué cette chaise si grande?;As-tu remarqué cette chaise si grandes?;grande;grandes;grande;adjective_noun_agreement
Ils ont trouvé cette chaise très belle.;Ils ont trouvé cette chaise très belles.;belle;belles;belle;adjective_noun_agreement
Elle aime cette télévision qui est grande.;Elle aime cette télévision qui est grandes.;grande;grandes;grande;adjective_noun_agreement
Ils ont trouvé ces livres très intelligents.;Ils ont trouvé ces livres très intelligente.;intelligents;intelligente;intelligents;adjective_noun_agreement
Tu dois nettoyer cette chaise vieille.;Tu dois nettoyer cette chaise vieux.;vieille;vieux;vieille;adjective_noun_agreement
Je vois ce bureau très rouge aujourd'hui.;Je vois ce bureau très rouges aujourd'hui.;rouge;rouges;rouge;adjective_noun_agreement
Elle aime ces robes qui est heureuses.;Elle aime ces robes qui est heureuse.;heureuses;heureuse;heureuses;adjective_noun_agreement
Je vois ce mur très intelligent aujourd'hui.;Je vois ce mur très intelligente aujourd'hui.;intelligent;intelligente;intelligent;adjective_noun_agreement
As-tu remarqué ces rideaux si nouveaux?;As-tu remarqué ces rideaux si nouveau?;nouveaux;nouveau;nouveaux;adjective_noun_agreement
Voici cette télévision vraiment belle.;Voici cette télévision vraiment beau.;belle;beau;belle;adjective_noun_agreement
Je vois ce canapé très heureux aujourd'hui.;Je vois ce canapé très heureuses aujourd'hui.;heureux;heureuses;heureux;adjective_noun_agreement
Nous avons acheté ces fenêtres très belles.;Nous avons acheté ces fenêtres très belle.;belles;belle;belles;adjective_noun_agreement
Voici ces tables vraiment heureuses.;Voici ces tables vraiment heureuse.;heureuses;heureuse;heureuses;adjective_noun_agreement
Elle aime ces tables qui est petites.;Elle aime ces tables qui est petits.;petites;petits;petites;adjective_noun_agreement
Elle aime cette télévision qui est petite.;Elle aime cette télévision qui est petit.;petite;petit;petite;adjective_noun_agreement
Je vois cette télévision très belle aujourd'hui.;Je vois cette télévision très belles aujourd'hui.;belle;belles;belle;adjective_noun_agreement
As-tu remarqué cette chaise si petite?;As-tu remarqué cette chaise si petits?;petite;petits;petite;adjective_noun_agreement
Ils ont trouvé cette chaise très petite.;Ils ont trouvé cette chaise très petites.;petite;petites;petite;adjective_noun_agreement
ces maisons semble belles.;ces maisons semble belle.;belles;belle;belles;adjective_noun_agreement
ces stylos semble frais.;ces stylos semble fraîche.;frais;fraîche;frais;adjective_noun_agreement
Nous avons acheté ces chaussures très petites.;Nous avons acheté ces chaussures très petits.;petites;petits;petites;adjective_noun_agreement
ces chaussures est vieilles.;ces chaussures est vieille.;vieilles;vieille;vieilles;adjective_noun_agreement
Tu dois nettoyer ces chaussures intelligentes.;Tu dois nettoyer ces chaussures intelligent.;intelligentes;intelligent;intelligentes;adjective_noun_agreement
Hier, j'ai vu cette chaise si heureuse.;Hier, j'ai vu cette chaise si heureux.;heureuse;heureux;heureuse;adjective_noun_agreement
Voici ce chat vraiment intelligent.;Voici ce chat vraiment intelligents.;intelligent;intelligents;intelligent;adjective_noun_agreement
Je vois ces ordinateurs très beaux aujourd'hui.;Je vois ces ordinateurs très belle aujourd'hui.;beaux;belle;beaux;adjective_noun_agreement
Je vois cette lampe très bleue aujourd'hui.;Je vois cette lampe très bleues aujourd'hui.;bleue;bleues;bleue;adjective_noun_agreement
Tu dois nettoyer ces tables petites.;Tu dois nettoyer ces tables petite.;petites;petite;petites;adjective_noun_agreement
cette chaise est grande.;cette chaise est grandes.;grande;grandes;grande;adjective_noun_agreement
Tu dois nettoyer ces maisons heureuses.;Tu dois nettoyer ces maisons heureux.;heureuses;heureux;heureuses;adjective_noun_agreement
Ils ont trouvé ces chaussures très bleues.;Ils ont trouvé ces chaussures très bleu.;bleues;bleu;bleues;adjective_noun_agreement
Ils ont trouvé ce chat très beau.;Ils ont trouvé ce chat très belle.;beau;belle;beau;adjective_noun_agreement
Hier, j'ai vu ces maisons si vieilles.;Hier, j'ai vu ces maisons si vieux.;vieilles;vieux;vieilles;adjective_noun_agreement
Nous avons acheté ces vélos très grands.;Nous avons acheté ces vélos très grand.;grands;grand;grands;adjective_noun_agreement
Hier, j'ai vu ces tables si fraîches.;Hier, j'ai vu ces tables si fraîche.;fraîches;fraîche;fraîches;adjective_noun_agreement
Elle aime ce mur qui est bleu.;Elle aime ce mur qui est bleus.;bleu;bleus;bleu;adjective_noun_agreement
Tu dois nettoyer cette télévision fraîche.;Tu dois nettoyer cette télévision frais.;fraîche;frais;fraîche;adjective_noun_agreement
Je vois ce chat très bleu aujourd'hui.;Je vois ce chat très bleus aujourd'hui.;bleu;bleus;bleu;adjective_noun_agreement
Elle aime ce chat qui est intelligent.;Elle aime ce chat qui est intelligentes.;intelligent;intelligentes;intelligent;adjective_noun_agreement
Nous avons acheté ce canapé très vieux.;Nous avons acheté ce canapé très vieille.;vieux;vieille;vieux;adjective_noun_agreement
Ils ont trouvé ces rideaux très nouveaux.;Ils ont trouvé ces rideaux très nouveau.;nouveaux;nouveau;nouveaux;adjective_noun_agreement
Voici ces stylos vraiment rouges.;Voici ces stylos vraiment rouge.;rouges;rouge;rouges;adjective_noun_agreement
ce canapé semble nouveau.;ce canapé semble nouveaux.;nouveau;nouveaux;nouveau;adjective_noun_agreement
ce bureau est vieux.;ce bureau est vieilles.;vieux;vieilles;vieux;adjective_noun_agreement
Hier, j'ai vu ces tables si petites.;Hier, j'ai vu ces tables si petits.;petites;petits;petites;adjective_noun_agreement
ce mur est nouveau.;ce mur est nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Voici ces maisons vraiment fraîches.;Voici ces maisons vraiment fraîche.;fraîches;fraîche;fraîches;adjective_noun_agreement
Ils ont trouvé ce canapé très vieux.;Ils ont trouvé ce canapé très vieilles.;vieux;vieilles;vieux;adjective_noun_agreement
ces livres semble nouveaux.;ces livres semble nouvelle.;nouveaux;nouvelle;nouveaux;adjective_noun_agreement
Je vois ces chaussures très petites aujourd'hui.;Je vois ces chaussures très petit aujourd'hui.;petites;petit;petites;adjective_noun_agreement
Hier, j'ai vu cette chaise si petite.;Hier, j'ai vu cette chaise si petites.;petite;petites;petite;adjective_noun_agreement
Ils ont trouvé cette voiture très intelligente.;Ils ont trouvé cette voiture très intelligentes.;intelligente;intelligentes;intelligente;adjective_noun_agreement
Voici cette chaise vraiment fraîche.;Voici cette chaise vraiment frais.;fraîche;frais;fraîche;adjective_noun_agreement
Tu dois nettoyer ce bureau beau.;Tu dois nettoyer ce bureau beaux.;beau;beaux;beau;adjective_noun_agreement
ces maisons semble vieilles.;ces maisons semble vieille.;vieilles;vieille;vieilles;adjective_noun_agreement
Je vois ce mur très heureux aujourd'hui.;Je vois ce mur très heureuse aujourd'hui.;heureux;heureuse;heureux;adjective_noun_agreement
Ils ont trouvé ces tables très fraîches.;Ils ont trouvé ces tables très frais.;fraîches;frais;fraîches;adjective_noun_agreement
Tu dois nettoyer ce canapé beau.;Tu dois nettoyer ce canapé belles.;beau;belles;beau;adjective_noun_agreement
Nous avons acheté cette télévision très petite.;Nous avons acheté cette télévision très petits.;petite;petits;petite;adjective_noun_agreement
Elle aime cette télévision qui est rouge.;Elle aime cette télévision qui est rouges.;rouge;rouges;rouge;adjective_noun_agreement
Tu dois nettoyer ces livres beaux.;Tu dois nettoyer ces livres belles.;beaux;belles;beaux;adjective_noun_agreement
Je vois cette chaise très heureuse aujourd'hui.;Je vois cette chaise très heureuses aujourd'hui.;heureuse;heureuses;heureuse;adjective_noun_agreement
ces chaussures est intelligentes.;ces chaussures est intelligents.;intelligentes;intelligents;intelligentes;adjective_noun_agreement
Nous avons acheté ce chat très nouveau.;Nous avons acheté ce chat très nouveaux.;nouveau;nouveaux;nouveau;adjective_noun_agreement
Ils ont trouvé ces fenêtres très petites.;Ils ont trouvé ces fenêtres très petite.;petites;petite;petites;adjective_noun_agreement
Voici cette porte vraiment heureuse.;Voici cette porte vraiment heureux.;heureuse;heureux;heureuse;adjective_noun_agreement
Elle aime ces maisons qui est heureuses.;Elle aime ces maisons qui est heureux.;heureuses;heureux;heureuses;adjective_noun_agreement
Nous avons acheté ce chien très grand.;Nous avons acheté ce chien très grands.;grand;grands;grand;adjective_noun_agreement
Hier, j'ai vu ces maisons si vieilles.;Hier, j'ai vu ces maisons si vieux.;vieilles;vieux;vieilles;adjective_noun_agreement
As-tu remarqué ces ordinateurs si rouges?;As-tu remarqué ces ordinateurs si rouge?;rouges;rouge;rouges;adjective_noun_agreement
Ils ont trouvé cette voiture très petite.;Ils ont trouvé cette voiture très petit.;petite;petit;petite;adjective_noun_agreement
Tu dois nettoyer ces robes petites.;Tu dois nettoyer ces robes petite.;petites;petite;petites;adjective_noun_agreement
ce chat est bleu.;ce chat est bleues.;bleu;bleues;bleu;adjective_noun_agreement
Nous avons acheté ce mur très grand.;Nous avons acheté ce mur très grands.;grand;grands;grand;adjective_noun_agreement
Hier, j'ai vu cette chaise si fraîche.;Hier, j'ai vu cette chaise si frais.;fraîche;frais;fraîche;adjective_noun_agreement
Elle aime ce bureau qui est nouveau.;Elle aime ce bureau qui est nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Je vois ces chaussures très grandes aujourd'hui.;Je vois ces chaussures très grande aujourd'hui.;grandes;grande;grandes;adjective_noun_agreement
Voici ces tables vraiment vieilles.;Voici ces tables vraiment vieille.;vieilles;vieille;vieilles;adjective_noun_agreement
Hier, j'ai vu ce chat si frais.;Hier, j'ai vu ce chat si fraîche.;frais;fraîche;frais;adjective_noun_agreement
Je vois cette télévision très grande aujourd'hui.;Je vois cette télévision très grandes aujourd'hui.;grande;grandes;grande;adjective_noun_agreement
Je vois cette lampe très vieille aujourd'hui.;Je vois cette lampe très vieilles aujourd'hui.;vieille;vieilles;vieille;adjective_noun_agreement
As-tu remarqué ces fenêtres si bleues?;As-tu remarqué ces fenêtres si bleu?;bleues;bleu;bleues;adjective_noun_agreement
ces robes semble grandes.;ces robes semble grand.;grandes;grand;grandes;adjective_noun_agreement
Ils ont trouvé ces rideaux très intelligents.;Ils ont trouvé ces rideaux très intelligent.;intelligents;intelligent;intelligents;adjective_noun_agreement
Voici ce canapé vraiment rouge.;Voici ce canapé vraiment rouges.;rouge;rouges;rouge;adjective_noun_agreement
As-tu remarqué ces chaussures si petites?;As-tu remarqué ces chaussures si petit?;petites;petit;petites;adjective_noun_agreement
Nous avons acheté ces fenêtres très heureuses.;Nous avons acheté ces fenêtres très heureux.;heureuses;heureux;heureuses;adjective_noun_agreement
Hier, j'ai vu ces vélos si grands.;Hier, j'ai vu ces vélos si grande.;grands;grande;grands;adjective_noun_agreement
Je vois ce canapé très intelligent aujourd'hui.;Je vois ce canapé très intelligente aujourd'hui.;intelligent;intelligente;intelligent;adjective_noun_agreement
Voici ce chat vraiment heureux.;Voici ce chat vraiment heureuse.;heureux;heureuse;heureux;adjective_noun_agreement
Elle aime ces ordinateurs qui est beaux.;Elle aime ces ordinateurs qui est belle.;beaux;belle;beaux;adjective_noun_agreement
Je vois cette voiture très grande aujourd'hui.;Je vois cette voiture très grandes aujourd'hui.;grande;grandes;grande;adjective_noun_agreement
Voici ce canapé vraiment beau.;Voici ce canapé vraiment belles.;beau;belles;beau;adjective_noun_agreement
Ils ont trouvé ce canapé très rouge.;Ils ont trouvé ce canapé très rouges.;rouge;rouges;rouge;adjective_noun_agreement
Tu dois nettoyer ce chien beau.;Tu dois nettoyer ce chien belles.;beau;belles;beau;adjective_noun_agreement
ces vélos semble grands.;ces vélos semble grande.;grands;grande;grands;adjective_noun_agreement
ce bureau semble beau.;ce bureau semble beaux.;beau;beaux;beau;adjective_noun_agreement
Voici ce chien vraiment petit.;Voici ce chien vraiment petite.;petit;petite;petit;adjective_noun_agreement
cette lampe semble grande.;cette lampe semble grand.;grande;grand;grande;adjective_noun_agreement
Je vois ces robes très belles aujourd'hui.;Je vois ces robes très beaux aujourd'hui.;belles;beaux;belles;adjective_noun_agreement
Je vois ces livres très beaux aujourd'hui.;Je vois ces livres très belles aujourd'hui.;beaux;belles;beaux;adjective_noun_agreement
ces vélos est bleus.;ces vélos est bleues.;bleus;bleues;bleus;adjective_noun_agreement
Elle aime ce canapé qui est frais.;Elle aime ce canapé qui est fraîche.;frais;fraîche;frais;adjective_noun_agreement
As-tu remarqué ce canapé si vieux?;As-tu remarqué ce canapé si vieille?;vieux;vieille;vieux;adjective_noun_agreement
ces ordinateurs est frais.;ces ordinateurs est fraîches.;frais;fraîches;frais;adjective_noun_agreement
Je vois ces rideaux très rouges aujourd'hui.;Je vois ces rideaux très rouge aujourd'hui.;rouges;rouge;rouges;adjective_noun_agreement
ces stylos est grands.;ces stylos est grandes.;grands;grandes;grands;adjective_noun_agreement
Tu dois nettoyer ces tables belles.;Tu dois nettoyer ces tables beau.;belles;beau;belles;adjective_noun_agreement
Je vois cette lampe très intelligente aujourd'hui.;Je vois cette lampe très intelligents aujourd'hui.;intelligente;intelligents;intelligente;adjective_noun_agreement
ces fenêtres semble petites.;ces fenêtres semble petit.;petites;petit;petites;adjective_noun_agreement
Je vois ce bureau très intelligent aujourd'hui.;Je vois ce bureau très intelligents aujourd'hui.;intelligent;intelligents;intelligent;adjective_noun_agreement
Je vois ces fenêtres très belles aujourd'hui.;Je vois ces fenêtres très beaux aujourd'hui.;belles;beaux;belles;adjective_noun_agreement
ces robes est petites.;ces robes est petits.;petites;petits;petites;adjective_noun_agreement
Ils ont trouvé ce chien très nouveau.;Ils ont trouvé ce chien très nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Elle aime ce chat qui est petit.;Elle aime ce chat qui est petits.;petit;petits;petit;adjective_noun_agreement
