good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Vous vous regardez en silence.;Vous te regardez en silence.;vous;te;vous;anaphor_agreement
Ils se regardent en silence.;Ils vous regardent en silence.;se;vous;se;anaphor_agreement
Elles se regardent en silence.;Elles vous regardent en silence.;se;vous;se;anaphor_agreement
Parfois, Je me regarde devant le miroir.;Parfois, Je vous regarde devant le miroir.;me;vous;me;anaphor_agreement
Parfois, Tu te regardes devant le miroir.;Parfois, Tu vous regardes devant le miroir.;te;vous;te;anaphor_agreement
Parfois, Il se regarde devant le miroir.;Parfois, Il vous regarde devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elle se regarde devant le miroir.;Parfois, Elle vous regarde devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Nous nous regardons devant le miroir.;Parfois, Nous vous regardons devant le miroir.;nous;vous;nous;anaphor_agreement
Parfois, Vous vous regardez devant le miroir.;Parfois, Vous te regardez devant le miroir.;vous;te;vous;anaphor_agreement
Parfois, Ils se regardent devant le miroir.;Parfois, Ils vous regardent devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elles se regardent devant le miroir.;Parfois, Elles vous regardent devant le miroir.;se;vous;se;anaphor_agreement
Avant de sortir, Je me regarde.;Avant de sortir, Je vous regarde.;me;vous;me;anaphor_agreement
Avant de sortir, Tu te regardes.;Avant de sortir, Tu vous regardes.;te;vous;te;anaphor_agreement
Avant de sortir, Il se regarde.;Avant de sortir, Il vous regarde.;se;vous;se;anaphor_agreement
Avant de sortir, Elle se regarde.;Avant de sortir, Elle vous regarde.;se;vous;se;anaphor_agreement
Avant de sortir, Nous nous regardons.;Avant de sortir, Nous vous regardons.;nous;vous;nous;anaphor_agreement
Avant de sortir, Vous vous regardez.;Avant de sortir, Vous te regardez.;vous;te;vous;anaphor_agreement
Avant de sortir, Ils se regardent.;Avant de sortir, Ils vous regardent.;se;vous;se;anaphor_agreement
Avant de sortir, Elles se regardent.;Avant de sortir, Elles vous regardent.;se;vous;se;anaphor_agreement
Le soir, Je me regarde dans la salle de bain.;Le soir, Je vous regarde dans la salle de bain.;me;vous;me;anaphor_agreement
Le soir, Tu te regardes dans la salle de bain.;Le soir, Tu vous regardes dans la salle de bain.;te;vous;te;anaphor_agreement
Le soir, Il se regarde dans la salle de bain.;Le soir, Il vous regarde dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elle se regarde dans la salle de bain.;Le soir, Elle vous regarde dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Nous nous regardons dans la salle de bain.;Le soir, Nous vous regardons dans la salle de bain.;nous;vous;nous;anaphor_agreement
Le soir, Vous vous regardez dans la salle de bain.;Le soir, Vous te regardez dans la salle de bain.;vous;te;vous;anaphor_agreement
Le soir, Ils se regardent dans la salle de bain.;Le soir, Ils vous regardent dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elles se regardent dans la salle de bain.;Le soir, Elles vous regardent dans la salle de bain.;se;vous;se;anaphor_agreement
Normalement, Je me regarde rapidement.;Normalement, Je vous regarde rapidement.;me;vous;me;anaphor_agreement
Normalement, Tu te regardes rapidement.;Normalement, Tu vous regardes rapidement.;te;vous;te;anaphor_agreement
Normalement, Il se regarde rapidement.;Normalement, Il vous regarde rapidement.;se;vous;se;anaphor_agreement
Normalement, Elle se regarde rapidement.;Normalement, Elle vous regarde rapidement.;se;vous;se;anaphor_agreement
Normalement, Nous nous regardons rapidement.;Normalement, Nous vous regardons rapidement.;nous;vous;nous;anaphor_agreement
Normalement, Vous vous regardez rapidement.;Normalement, Vous te regardez rapidement.;vous;te;vous;anaphor_agreement
Normalement, Ils se regardent rapidement.;Normalement, Ils vous regardent rapidement.;se;vous;se;anaphor_agreement
Normalement, Elles se regardent rapidement.;Normalement, Elles vous regardent rapidement.;se;vous;se;anaphor_agreement
Souvent, Je me habille avant le petit-déjeuner.;Souvent, Je te habille avant le petit-déjeuner.;me;te;me;anaphor_agreement
Souvent, Tu te habilles avant le petit-déjeuner.;Souvent, Tu vous habilles avant le petit-déjeuner.;te;vous;te;anaphor_agreement
Souvent, Il se habille avant le petit-déjeuner.;Souvent, Il nous habille avant le petit-déjeuner.;se;nous;se;anaphor_agreement
Souvent, Elle se habille avant le petit-déjeuner.;Souvent, Elle nous habille avant le petit-déjeuner.;se;nous;se;anaphor_agreement
Souvent, Nous nous habillons avant le petit-déjeuner.;Souvent, Nous te habillons avant le petit-déjeuner.;nous;te;nous;anaphor_agreement
Souvent, Vous vous habillez avant le petit-déjeuner.;Souvent, Vous te habillez avant le petit-déjeuner.;vous;te;vous;anaphor_agreement
Souvent, Ils se habillent avant le petit-déjeuner.;Souvent, Ils nous habillent avant le petit-déjeuner.;se;nous;se;anaphor_agreement
Souvent, Elles se habillent avant le petit-déjeuner.;Souvent, Elles vous habillent avant le petit-déjeuner.;se;vous;se;anaphor_agreement
Souvent, Je me regarde avant le petit-déjeuner.;Souvent, Je vous regarde avant le petit-déjeuner.;me;vous;me;anaphor_agreement
Souvent, Tu te regardes avant le petit-déjeuner.;Souvent, Tu me regardes avant le petit-déjeuner.;te;me;te;anaphor_agreement
Souvent, Il se regarde avant le petit-déjeuner.;Souvent, Il te regarde avant le petit-déjeuner.;se;te;se;anaphor_agreement
Souvent, Elle se regarde avant le petit-déjeuner.;Souvent, Elle te regarde avant le petit-déjeuner.;se;te;se;anaphor_agreement
Souvent, Nous nous regardons avant le petit-déjeuner.;Souvent, Nous me regardons avant le petit-déjeuner.;nous;me;nous;anaphor_agreement
Souvent, Vous vous regardez avant le petit-déjeuner.;Souvent, Vous me regardez avant le petit-déjeuner.;vous;me;vous;anaphor_agreement
Souvent, Ils se regardent avant le petit-déjeuner.;Souvent, Ils vous regardent avant le petit-déjeuner.;se;vous;se;anaphor_agreement
Souvent, Elles se regardent avant le petit-déjeuner.;Souvent, Elles te regardent avant le petit-déjeuner.;se;te;se;anaphor_agreement
Souvent, Je me dépêche avant le petit-déjeuner.;Souvent, Je se dépêche avant le petit-déjeuner.;me;se;me;anaphor_agreement
Souvent, Tu te dépêches avant le petit-déjeuner.;Souvent, Tu me dépêches avant le petit-déjeuner.;te;me;te;anaphor_agreement
Souvent, Il se dépêche avant le petit-déjeuner.;Souvent, Il me dépêche avant le petit-déjeuner.;se;me;se;anaphor_agreement
Souvent, Elle se dépêche avant le petit-déjeuner.;Souvent, Elle nous dépêche avant le petit-déjeuner.;se;nous;se;anaphor_agreement
Souvent, Nous nous dépêchons avant le petit-déjeuner.;Souvent, Nous se dépêchons avant le petit-déjeuner.;nous;se;nous;anaphor_agreement
Souvent, Vous vous dépêchez avant le petit-déjeuner.;Souvent, Vous te dépêchez avant le petit-déjeuner.;vous;te;vous;anaphor_agreement
Souvent, Ils se dépêchent avant le petit-déjeuner.;Souvent, Ils me dépêchent avant le petit-déjeuner.;se;me;se;anaphor_agreement
Souvent, Elles se dépêchent avant le petit-déjeuner.;Souvent, Elles me dépêchent avant le petit-déjeuner.;se;me;se;anaphor_agreement
Aujourd'hui, Je me lave.;Aujourd'hui, Je te lave.;me;te;me;anaphor_agreement
Aujourd'hui, Tu te laves.;Aujourd'hui, Tu me laves.;te;me;te;anaphor_agreement
Aujourd'hui, Il se lave.;Aujourd'hui, Il nous lave.;se;nous;se;anaphor_agreement
Aujourd'hui, Elle se lave.;Aujourd'hui, Elle te lave.;se;te;se;anaphor_agreement
Aujourd'hui, Nous nous lavons.;Aujourd'hui, Nous vous lavons.;nous;vous;nous;anaphor_agreement
Aujourd'hui, Vous vous lavez.;Aujourd'hui, Vous te lavez.;vous;te;vous;anaphor_agreement
Aujourd'hui, Ils se lavent.;Aujourd'hui, Ils me lavent.;se;me;se;anaphor_agreement
Aujourd'hui, Elles se lavent.;Aujourd'hui, Elles vous lavent.;se;vous;se;anaphor_agreement
Aujourd'hui, Je me réveille.;Aujourd'hui, Je nous réveille.;me;nous;me;anaphor_agreement
Aujourd'hui, Tu te réveilles.;Aujourd'hui, Tu vous réveilles.;te;vous;te;anaphor_agreement
Aujourd'hui, Il se réveille.;Aujourd'hui, Il me réveille.;se;me;se;anaphor_agreement
Aujourd'hui, Elle se réveille.;Aujourd'hui, Elle te réveille.;se;te;se;anaphor_agreement
Aujourd'hui, Nous nous réveillons.;Aujourd'hui, Nous se réveillons.;nous;se;nous;anaphor_agreement
Aujourd'hui, Vous vous réveillez.;Aujourd'hui, Vous te réveillez.;vous;te;vous;anaphor_agreement
Aujourd'hui, Ils se réveillent.;Aujourd'hui, Ils vous réveillent.;se;vous;se;anaphor_agreement
Aujourd'hui, Elles se réveillent.;Aujourd'hui, Elles me réveillent.;se;me;se;anaphor_agreement
Aujourd'hui, Je me lève.;Aujourd'hui, Je vous lève.;me;vous;me;anaphor_agreement
Aujourd'hui, Tu te lèves.;Aujourd'hui, Tu me lèves.;te;me;te;anaphor_agreement
Aujourd'hui, Il se lève.;Aujourd'hui, Il vous lève.;se;vous;se;anaphor_agreement
Aujourd'hui, Elle se lève.;Aujourd'hui, Elle te lève.;se;te;se;anaphor_agreement
Aujourd'hui, Nous nous levons.;Aujourd'hui, Nous vous levons.;nous;vous;nous;anaphor_agreement
Aujourd'hui, Vous vous levez.;Aujourd'hui, Vous se levez.;vous;se;vous;anaphor_agreement
Aujourd'hui, Ils se lèvent.;Aujourd'hui, Ils vous lèvent.;se;vous;se;anaphor_agreement
Aujourd'hui, Elles se lèvent.;Aujourd'hui, Elles vous lèvent.;se;vous;se;anaphor_agreement
Aujourd'hui, Je me couche.;Aujourd'hui, Je vous couche.;me;vous;me;anaphor_agreement
Aujourd'hui, Tu te couches.;Aujourd'hui, Tu me couches.;te;me;te;anaphor_agreement
Aujourd'hui, Il se couche.;Aujourd'hui, Il te couche.;se;te;se;anaphor_agreement
Aujourd'hui, Elle se couche.;Aujourd'hui, Elle vous couche.;se;vous;se;anaphor_agreement
Aujourd'hui, Nous nous couchons.;Aujourd'hui, Nous vous couchons.;nous;vous;nous;anaphor_agreement
Aujourd'hui, Vous vous couchez.;Aujourd'hui, Vous te couchez.;vous;te;vous;anaphor_agreement
Aujourd'hui, Ils se couchent.;Aujourd'hui, Ils te couchent.;se;te;se;anaphor_agreement
Aujourd'hui, Elles se couchent.;Aujourd'hui, Elles te couchent.;se;te;se;anaphor_agreement
Aujourd'hui, Je me habille.;Aujourd'hui, Je te habille.;me;te;me;anaphor_agreement
Aujourd'hui, Tu te habilles.;Aujourd'hui, Tu nous habilles.;te;nous;te;anaphor_agreement
Aujourd'hui, Il se habille.;Aujourd'hui, Il me habille.;se;me;se;anaphor_agreement
Aujourd'hui, Elle se habille.;Aujourd'hui, Elle nous habille.;se;nous;se;anaphor_agreement
Aujourd'hui, Nous nous habillons.;Aujourd'hui, Nous te habillons.;nous;te;nous;anaphor_agreement
Aujourd'hui, Vous vous habillez.;Aujourd'hui, Vous nous habillez.;vous;nous;vous;anaphor_agreement
Aujourd'hui, Ils se habillent.;Aujourd'hui, Ils nous habillent.;se;nous;se;anaphor_agreement
Aujourd'hui, Elles se habillent.;Aujourd'hui, Elles me habillent.;se;me;se;anaphor_agreement
Aujourd'hui, Je me regarde.;Aujourd'hui, Je nous regarde.;me;nous;me;anaphor_agreement
Aujourd'hui, Tu te regardes.;Aujourd'hui, Tu nous regardes.;te;nous;te;anaphor_agreement
Aujourd'hui, Il se regarde.;Aujourd'hui, Il vous regarde.;se;vous;se;anaphor_agreement
Aujourd'hui, Elle se regarde.;Aujourd'hui, Elle nous regarde.;se;nous;se;anaphor_agreement
Aujourd'hui, Nous nous regardons.;Aujourd'hui, Nous se regardons.;nous;se;nous;anaphor_agreement
Aujourd'hui, Vous vous regardez.;Aujourd'hui, Vous te regardez.;vous;te;vous;anaphor_agreement
Aujourd'hui, Ils se regardent.;Aujourd'hui, Ils me regardent.;se;me;se;anaphor_agreement
Aujourd'hui, Elles se regardent.;Aujourd'hui, Elles nous regardent.;se;nous;se;anaphor_agreement
Aujourd'hui, Je me dépêche.;Aujourd'hui, Je nous dépêche.;me;nous;me;anaphor_agreement
Aujourd'hui, Tu te dépêches.;Aujourd'hui, Tu vous dépêches.;te;vous;te;anaphor_agreement
Aujourd'hui, Il se dépêche.;Aujourd'hui, Il me dépêche.;se;me;se;anaphor_agreement
Aujourd'hui, Elle se dépêche.;Aujourd'hui, Elle nous dépêche.;se;nous;se;anaphor_agreement
Aujourd'hui, Nous nous dépêchons.;Aujourd'hui, Nous se dépêchons.;nous;se;nous;anaphor_agreement
Aujourd'hui, Vous vous dépêchez.;Aujourd'hui, Vous se dépêchez.;vous;se;vous;anaphor_agreement
Aujourd'hui, Ils se dépêchent.;Aujourd'hui, Ils nous dépêchent.;se;nous;se;anaphor_agreement
Aujourd'hui, Elles se dépêchent.;Aujourd'hui, Elles te dépêchent.;se;te;se;anaphor_agreement
Je me lave sans réfléchir.;Je se lave sans réfléchir.;me;se;me;anaphor_agreement
Tu te laves sans réfléchir.;Tu se laves sans réfléchir.;te;se;te;anaphor_agreement
Il se lave sans réfléchir.;Il te lave sans réfléchir.;se;te;se;anaphor_agreement
Elle se lave sans réfléchir.;Elle te lave sans réfléchir.;se;te;se;anaphor_agreement
Nous nous lavons sans réfléchir.;Nous te lavons sans réfléchir.;nous;te;nous;anaphor_agreement
Vous vous lavez sans réfléchir.;Vous me lavez sans réfléchir.;vous;me;vous;anaphor_agreement
Ils se lavent sans réfléchir.;Ils nous lavent sans réfléchir.;se;nous;se;anaphor_agreement
Elles se lavent sans réfléchir.;Elles me lavent sans réfléchir.;se;me;se;anaphor_agreement
Je me réveille sans réfléchir.;Je vous réveille sans réfléchir.;me;vous;me;anaphor_agreement
Tu te réveilles sans réfléchir.;Tu me réveilles sans réfléchir.;te;me;te;anaphor_agreement
Il se réveille sans réfléchir.;Il te réveille sans réfléchir.;se;te;se;anaphor_agreement
Elle se réveille sans réfléchir.;Elle me réveille sans réfléchir.;se;me;se;anaphor_agreement
Nous nous réveillons sans réfléchir.;Nous me réveillons sans réfléchir.;nous;me;nous;anaphor_agreement
Vous vous réveillez sans réfléchir.;Vous nous réveillez sans réfléchir.;vous;nous;vous;anaphor_agreement
Ils se réveillent sans réfléchir.;Ils nous réveillent sans réfléchir.;se;nous;se;anaphor_agreement
Elles se réveillent sans réfléchir.;Elles me réveillent sans réfléchir.;se;me;se;anaphor_agreement
Je me lève sans réfléchir.;Je vous lève sans réfléchir.;me;vous;me;anaphor_agreement
Tu te lèves sans réfléchir.;Tu nous lèves sans réfléchir.;te;nous;te;anaphor_agreement
Il se lève sans réfléchir.;Il te lève sans réfléchir.;se;te;se;anaphor_agreement
Elle se lève sans réfléchir.;Elle me lève sans réfléchir.;se;me;se;anaphor_agreement
Nous nous levons sans réfléchir.;Nous te levons sans réfléchir.;nous;te;nous;anaphor_agreement
Vous vous levez sans réfléchir.;Vous te levez sans réfléchir.;vous;te;vous;anaphor_agreement
Ils se lèvent sans réfléchir.;Ils nous lèvent sans réfléchir.;se;nous;se;anaphor_agreement
Elles se lèvent sans réfléchir.;Elles me lèvent sans réfléchir.;se;me;se;anaphor_agreement
Je me couche sans réfléchir.;Je nous couche sans réfléchir.;me;nous;me;anaphor_agreement
Tu te couches sans réfléchir.;Tu me couches sans réfléchir.;te;me;te;anaphor_agreement
Il se couche sans réfléchir.;Il te couche sans réfléchir.;se;te;se;anaphor_agreement
Elle se couche sans réfléchir.;Elle nous couche sans réfléchir.;se;nous;se;anaphor_agreement
Nous nous couchons sans réfléchir.;Nous te couchons sans réfléchir.;nous;te;nous;anaphor_agreement
Vous vous couchez sans réfléchir.;Vous me couchez sans réfléchir.;vous;me;vous;anaphor_agreement
Ils se couchent sans réfléchir.;Ils te couchent sans réfléchir.;se;te;se;anaphor_agreement
Elles se couchent sans réfléchir.;Elles te couchent sans réfléchir.;se;te;se;anaphor_agreement
Je me habille sans réfléchir.;Je te habille sans réfléchir.;me;te;me;anaphor_agreement
Tu te habilles sans réfléchir.;Tu se habilles sans réfléchir.;te;se;te;anaphor_agreement
Il se habille sans réfléchir.;Il te habille sans réfléchir.;se;te;se;anaphor_agreement
Elle se habille sans réfléchir.;Elle nous habille sans réfléchir.;se;nous;se;anaphor_agreement
Nous nous habillons sans réfléchir.;Nous me habillons sans réfléchir.;nous;me;nous;anaphor_agreement
Vous vous habillez sans réfléchir.;Vous me habillez sans réfléchir.;vous;me;vous;anaphor_agreement
Ils se habillent sans réfléchir.;Ils te habillent sans réfléchir.;se;te;se;anaphor_agreement
Elles se habillent sans réfléchir.;Elles vous habillent sans réfléchir.;se;vous;se;anaphor_agreement
Je me regarde sans réfléchir.;Je nous regarde sans réfléchir.;me;nous;me;anaphor_agreement
Tu te regardes sans réfléchir.;Tu vous regardes sans réfléchir.;te;vous;te;anaphor_agreement
Il se regarde sans réfléchir.;Il vous regarde sans réfléchir.;se;vous;se;anaphor_agreement
Elle se regarde sans réfléchir.;Elle me regarde sans réfléchir.;se;me;se;anaphor_agreement
Nous nous regardons sans réfléchir.;Nous vous regardons sans réfléchir.;nous;vous;nous;anaphor_agreement
Vous vous regardez sans réfléchir.;Vous me regardez sans réfléchir.;vous;me;vous;anaphor_agreement
Ils se regardent sans réfléchir.;Ils nous regardent sans réfléchir.;se;nous;se;anaphor_agreement
Elles se regardent sans réfléchir.;Elles vous regardent sans réfléchir.;se;vous;se;anaphor_agreement
Je me dépêche sans réfléchir.;Je nous dépêche sans réfléchir.;me;nous;me;anaphor_agreement
Tu te dépêches sans réfléchir.;Tu me dépêches sans réfléchir.;te;me;te;anaphor_agreement
Il se dépêche sans réfléchir.;Il te dépêche sans réfléchir.;se;te;se;anaphor_agreement
Elle se dépêche sans réfléchir.;Elle te dépêche sans réfléchir.;se;te;se;anaphor_agreement
Nous nous dépêchons sans réfléchir.;Nous me dépêchons sans réfléchir.;nous;me;nous;anaphor_agreement
Vous vous dépêchez sans réfléchir.;Vous nous dépêchez sans réfléchir.;vous;nous;vous;anaphor_agreement
Ils se dépêchent sans réfléchir.;Ils vous dépêchent sans réfléchir.;se;vous;se;anaphor_agreement
Elles se dépêchent sans réfléchir.;Elles nous dépêchent sans réfléchir.;se;nous;se;anaphor_agreement
En général, Je me lave tranquillement.;En général, Je nous lave tranquillement.;me;nous;me;anaphor_agreement
En général, Tu te laves tranquillement.;En général, Tu me laves tranquillement.;te;me;te;anaphor_agreement
En général, Il se lave tranquillement.;En général, Il te lave tranquillement.;se;te;se;anaphor_agreement
En général, Elle se lave tranquillement.;En général, Elle vous lave tranquillement.;se;vous;se;anaphor_agreement
En général, Nous nous lavons tranquillement.;En général, Nous se lavons tranquillement.;nous;se;nous;anaphor_agreement
En général, Vous vous lavez tranquillement.;En général, Vous me lavez tranquillement.;vous;me;vous;anaphor_agreement
En général, Ils se lavent tranquillement.;En général, Ils me lavent tranquillement.;se;me;se;anaphor_agreement
En général, Elles se lavent tranquillement.;En général, Elles te lavent tranquillement.;se;te;se;anaphor_agreement
En général, Je me réveille tranquillement.;En général, Je te réveille tranquillement.;me;te;me;anaphor_agreement
En général, Tu te réveilles tranquillement.;En général, Tu nous réveilles tranquillement.;te;nous;te;anaphor_agreement
En général, Il se réveille tranquillement.;En général, Il nous réveille tranquillement.;se;nous;se;anaphor_agreement
En général, Elle se réveille tranquillement.;En général, Elle nous réveille tranquillement.;se;nous;se;anaphor_agreement
En général, Nous nous réveillons tranquillement.;En général, Nous se réveillons tranquillement.;nous;se;nous;anaphor_agreement
En général, Vous vous réveillez tranquillement.;En général, Vous se réveillez tranquillement.;vous;se;vous;anaphor_agreement
En général, Ils se réveillent tranquillement.;En général, Ils vous réveillent tranquillement.;se;vous;se;anaphor_agreement
En général, Elles se réveillent tranquillement.;En général, Elles vous réveillent tranquillement.;se;vous;se;anaphor_agreement
En général, Je me lève tranquillement.;En général, Je te lève tranquillement.;me;te;me;anaphor_agreement
En général, Tu te lèves tranquillement.;En général, Tu me lèves tranquillement.;te;me;te;anaphor_agreement
En général, Il se lève tranquillement.;En général, Il te lève tranquillement.;se;te;se;anaphor_agreement
En général, Elle se lève tranquillement.;En général, Elle nous lève tranquillement.;se;nous;se;anaphor_agreement
En général, Nous nous levons tranquillement.;En général, Nous se levons tranquillement.;nous;se;nous;anaphor_agreement
En général, Vous vous levez tranquillement.;En général, Vous te levez tranquillement.;vous;te;vous;anaphor_agreement
En général, Ils se lèvent tranquillement.;En général, Ils vous lèvent tranquillement.;se;vous;se;anaphor_agreement
En général, Elles se lèvent tranquillement.;En général, Elles te lèvent tranquillement.;se;te;se;anaphor_agreement
En général, Je me couche tranquillement.;En général, Je te couche tranquillement.;me;te;me;anaphor_agreement
En général, Tu te couches tranquillement.;En général, Tu nous couches tranquillement.;te;nous;te;anaphor_agreement
En général, Il se couche tranquillement.;En général, Il te couche tranquillement.;se;te;se;anaphor_agreement
En général, Elle se couche tranquillement.;En général, Elle nous couche tranquillement.;se;nous;se;anaphor_agreement
En général, Nous nous couchons tranquillement.;En général, Nous te couchons tranquillement.;nous;te;nous;anaphor_agreement
En général, Vous vous couchez tranquillement.;En général, Vous te couchez tranquillement.;vous;te;vous;anaphor_agreement
En général, Ils se couchent tranquillement.;En général, Ils vous couchent tranquillement.;se;vous;se;anaphor_agreement
En général, Elles se couchent tranquillement.;En général, Elles vous couchent tranquillement.;se;vous;se;anaphor_agreement
En général, Je me habille tranquillement.;En général, Je vous habille tranquillement.;me;vous;me;anaphor_agreement
En général, Tu te habilles tranquillement.;En général, Tu vous habilles tranquillement.;te;vous;te;anaphor_agreement
En général, Il se habille tranquillement.;En général, Il nous habille tranquillement.;se;nous;se;anaphor_agreement
En général, Elle se habille tranquillement.;En général, Elle te habille tranquillement.;se;te;se;anaphor_agreement
En général, Nous nous habillons tranquillement.;En général, Nous me habillons tranquillement.;nous;me;nous;anaphor_agreement
En général, Vous vous habillez tranquillement.;En général, Vous te habillez tranquillement.;vous;te;vous;anaphor_agreement
En général, Ils se habillent tranquillement.;En général, Ils me habillent tranquillement.;se;me;se;anaphor_agreement
