good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Aujourd'hui elles ne boivent pas.;Aujourd'hui elles boivent pas.;ne;—;ne;negation
Aujourd'hui elles ne travaillent pas.;Aujourd'hui elles travaillent pas.;ne;—;ne;negation
Souvent je ne mange jamais.;Souvent je mange jamais.;ne;—;ne;negation
Souvent je ne parle jamais.;Souvent je parle jamais.;ne;—;ne;negation
Souvent je ne viens jamais.;Souvent je viens jamais.;ne;—;ne;negation
Souvent je ne vois jamais.;Souvent je vois jamais.;ne;—;ne;negation
Souvent je ne finis jamais.;Souvent je finis jamais.;ne;—;ne;negation
Souvent je ne fais jamais.;Souvent je fais jamais.;ne;—;ne;negation
Souvent je ne prends jamais.;Souvent je prends jamais.;ne;—;ne;negation
Souvent je ne lis jamais.;Souvent je lis jamais.;ne;—;ne;negation
Souvent je ne bois jamais.;Souvent je bois jamais.;ne;—;ne;negation
Souvent je ne travaille jamais.;Souvent je travaille jamais.;ne;—;ne;negation
Souvent tu ne manges jamais.;Souvent tu manges jamais.;ne;—;ne;negation
Souvent tu ne parles jamais.;Souvent tu parles jamais.;ne;—;ne;negation
Souvent tu ne viens jamais.;Souvent tu viens jamais.;ne;—;ne;negation
Souvent tu ne vois jamais.;Souvent tu vois jamais.;ne;—;ne;negation
Souvent tu ne finis jamais.;Souvent tu finis jamais.;ne;—;ne;negation
Souvent tu ne fais jamais.;Souvent tu fais jamais.;ne;—;ne;negation
Souvent tu ne prends jamais.;Souvent tu prends jamais.;ne;—;ne;negation
Souvent tu ne lis jamais.;Souvent tu lis jamais.;ne;—;ne;negation
Souvent tu ne bois jamais.;Souvent tu bois jamais.;ne;—;ne;negation
Souvent tu ne travailles jamais.;Souvent tu travailles jamais.;ne;—;ne;negation
Souvent il ne mange jamais.;Souvent il mange jamais.;ne;—;ne;negation
Souvent il ne parle jamais.;Souvent il parle jamais.;ne;—;ne;negation
Souvent il ne vient jamais.;Souvent il vient jamais.;ne;—;ne;negation
Souvent il ne voit jamais.;Souvent il voit jamais.;ne;—;ne;negation
Souvent il ne finit jamais.;Souvent il finit jamais.;ne;—;ne;negation
Souvent il ne fait jamais.;Souvent il fait jamais.;ne;—;ne;negation
Souvent il ne prend jamais.;Souvent il prend jamais.;ne;—;ne;negation
Souvent il ne lit jamais.;Souvent il lit jamais.;ne;—;ne;negation
Souvent il ne boit jamais.;Souvent il boit jamais.;ne;—;ne;negation
Souvent il ne travaille jamais.;Souvent il travaille jamais.;ne;—;ne;negation
Souvent elle ne mange jamais.;Souvent elle mange jamais.;ne;—;ne;negation
Souvent elle ne parle jamais.;Souvent elle parle jamais.;ne;—;ne;negation
Souvent elle ne vient jamais.;Souvent elle vient jamais.;ne;—;ne;negation
Souvent elle ne voit jamais.;Souvent elle voit jamais.;ne;—;ne;negation
Souvent elle ne finit jamais.;Souvent elle finit jamais.;ne;—;ne;negation
Souvent elle ne fait jamais.;Souvent elle fait jamais.;ne;—;ne;negation
Souvent elle ne prend jamais.;Souvent elle prend jamais.;ne;—;ne;negation
Souvent elle ne lit jamais.;Souvent elle lit jamais.;ne;—;ne;negation
Souvent elle ne boit jamais.;Souvent elle boit jamais.;ne;—;ne;negation
Souvent elle ne travaille jamais.;Souvent elle travaille jamais.;ne;—;ne;negation
Souvent nous ne mangeons jamais.;Souvent nous mangeons jamais.;ne;—;ne;negation
Souvent nous ne parlons jamais.;Souvent nous parlons jamais.;ne;—;ne;negation
Souvent nous ne venons jamais.;Souvent nous venons jamais.;ne;—;ne;negation
Souvent nous ne voyons jamais.;Souvent nous voyons jamais.;ne;—;ne;negation
Souvent nous ne finissons jamais.;Souvent nous finissons jamais.;ne;—;ne;negation
Souvent nous ne faisons jamais.;Souvent nous faisons jamais.;ne;—;ne;negation
Souvent nous ne prenons jamais.;Souvent nous prenons jamais.;ne;—;ne;negation
Souvent nous ne lisons jamais.;Souvent nous lisons jamais.;ne;—;ne;negation
Souvent nous ne buvons jamais.;Souvent nous buvons jamais.;ne;—;ne;negation
Souvent nous ne travaillons jamais.;Souvent nous travaillons jamais.;ne;—;ne;negation
Souvent vous ne mangez jamais.;Souvent vous mangez jamais.;ne;—;ne;negation
Souvent vous ne parlez jamais.;Souvent vous parlez jamais.;ne;—;ne;negation
Souvent vous ne venez jamais.;Souvent vous venez jamais.;ne;—;ne;negation
Souvent vous ne voyez jamais.;Souvent vous voyez jamais.;ne;—;ne;negation
Souvent vous ne finissez jamais.;Souvent vous finissez jamais.;ne;—;ne;negation
Souvent vous ne faites jamais.;Souvent vous faites jamais.;ne;—;ne;negation
Souvent vous ne prenez jamais.;Souvent vous prenez jamais.;ne;—;ne;negation
Souvent vous ne lisez jamais.;Souvent vous lisez jamais.;ne;—;ne;negation
Souvent vous ne buvez jamais.;Souvent vous buvez jamais.;ne;—;ne;negation
Souvent vous ne travaillez jamais.;Souvent vous travaillez jamais.;ne;—;ne;negation
Souvent ils ne mangent jamais.;Souvent ils mangent jamais.;ne;—;ne;negation
Souvent ils ne parlent jamais.;Souvent ils parlent jamais.;ne;—;ne;negation
Souvent ils ne viennent jamais.;Souvent ils viennent jamais.;ne;—;ne;negation
Souvent ils ne voient jamais.;Souvent ils voient jamais.;ne;—;ne;negation
Souvent ils ne finissent jamais.;Souvent ils finissent jamais.;ne;—;ne;negation
Souvent ils ne font jamais.;Souvent ils font jamais.;ne;—;ne;negation
Souvent ils ne prennent jamais.;Souvent ils prennent jamais.;ne;—;ne;negation
Souvent ils ne lisent jamais.;Souvent ils lisent jamais.;ne;—;ne;negation
