good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Vous venez tous les jours.,Vous vient tous les jours.,Vous,Vous,venez,subject_verb_agreement
Les garçons voient chez moi.,Les garçons voyons chez moi.,Les garçons,Les garçons,voient,subject_verb_agreement
Je vois rapidement.,Je voyez rapidement.,Je,Je,vois,subject_verb_agreement
La fille finit chez moi.,La fille finissent chez moi.,La fille,La fille,finit,subject_verb_agreement
Vous venez le matin.,Vous viennent le matin.,Vous,Vous,venez,subject_verb_agreement
Je prends avec ses amis.,Je prend avec ses amis.,Je,Je,prends,subject_verb_agreement
Le garçon parle le matin.,Le garçon parles le matin.,Le garçon,Le garçon,parle,subject_verb_agreement
Je parle en été.,Je parlent en été.,Je,Je,parle,subject_verb_agreement
Les garçons prennent avec ses amis.,Les garçons prenons avec ses amis.,Les garçons,Les garçons,prennent,subject_verb_agreement
Les filles voient tous les jours.,Les filles voit tous les jours.,Les filles,Les filles,voient,subject_verb_agreement
La fille finit rapidement.,La fille finis rapidement.,La fille,La fille,finit,subject_verb_agreement
Je finis chez moi.,Je finissez chez moi.,Je,Je,finis,subject_verb_agreement
Nous finissons au marché.,Nous finissent au marché.,Nous,Nous,finissons,subject_verb_agreement
Tu viens chez moi.,Tu venez chez moi.,Tu,Tu,viens,subject_verb_agreement
Tu finis tous les jours.,Tu finit tous les jours.,Tu,Tu,finis,subject_verb_agreement
On finit chez moi.,On finissent chez moi.,On,On,finit,subject_verb_agreement
Tu vois en été.,Tu voit en été.,Tu,Tu,vois,subject_verb_agreement
Tu prends le matin.,Tu prenez le matin.,Tu,Tu,prends,subject_verb_agreement
Il finit en été.,Il finissent en été.,Il,Il,finit,subject_verb_agreement
Ils viennent rapidement.,Ils viens rapidement.,Ils,Ils,viennent,subject_verb_agreement
On finit au marché.,On finissons au marché.,On,On,finit,subject_verb_agreement
Je viens rapidement.,Je vient rapidement.,Je,Je,viens,subject_verb_agreement
Elle vient en été.,Elle venez en été.,Elle,Elle,vient,subject_verb_agreement
Je vois pendant le week-end.,Je voient pendant le week-end.,Je,Je,vois,subject_verb_agreement
Les filles viennent le matin.,Les filles vient le matin.,Les filles,Les filles,viennent,subject_verb_agreement
Le garçon finit avec ses amis.,Le garçon finissent avec ses amis.,Le garçon,Le garçon,finit,subject_verb_agreement
Les garçons finissent avec ses amis.,Les garçons finis avec ses amis.,Les garçons,Les garçons,finissent,subject_verb_agreement
Je vois chez moi.,Je voyez chez moi.,Je,Je,vois,subject_verb_agreement
On vient au marché.,On venons au marché.,On,On,vient,subject_verb_agreement
Je vois rapidement.,Je voyez rapidement.,Je,Je,vois,subject_verb_agreement
Tu parles tous les jours.,Tu parle tous les jours.,Tu,Tu,parles,subject_verb_agreement
Elle voit au marché.,Elle voyons au marché.,Elle,Elle,voit,subject_verb_agreement
Tu vois tous les jours.,Tu voit tous les jours.,Tu,Tu,vois,subject_verb_agreement
Elles prennent rapidement.,Elles prenez rapidement.,Elles,Elles,prennent,subject_verb_agreement
Elles finissent rapidement.,Elles finissez rapidement.,Elles,Elles,finissent,subject_verb_agreement
Nous finissons chez moi.,Nous finit chez moi.,Nous,Nous,finissons,subject_verb_agreement
Tu vois à l'école.,Tu voyez à l'école.,Tu,Tu,vois,subject_verb_agreement
Je viens au marché.,Je vient au marché.,Je,Je,viens,subject_verb_agreement
On voit le matin.,On voient le matin.,On,On,voit,subject_verb_agreement
Elles parlent tous les jours.,Elles parles tous les jours.,Elles,Elles,parlent,subject_verb_agreement
Elles finissent avec ses amis.,Elles finit avec ses amis.,Elles,Elles,finissent,subject_verb_agreement
Vous finissez avec ses amis.,Vous finis avec ses amis.,Vous,Vous,finissez,subject_verb_agreement
Nous finissons le matin.,Nous finissez le matin.,Nous,Nous,finissons,subject_verb_agreement
Tu parles tous les jours.,Tu parle tous les jours.,Tu,Tu,parles,subject_verb_agreement
Tu viens le matin.,Tu vient le matin.,Tu,Tu,viens,subject_verb_agreement
Tu prends tous les jours.,Tu prennent tous les jours.,Tu,Tu,prends,subject_verb_agreement
Ils voient à l'école.,Ils voit à l'école.,Ils,Ils,voient,subject_verb_agreement
Vous prenez pendant le week-end.,Vous prennent pendant le week-end.,Vous,Vous,prenez,subject_verb_agreement
Tu viens chez moi.,Tu viennent chez moi.,Tu,Tu,viens,subject_verb_agreement
Le garçon parle tous les jours.,Le garçon parlent tous les jours.,Le garçon,Le garçon,parle,subject_verb_agreement
Ils prennent avec ses amis.,Ils prenez avec ses amis.,Ils,Ils,prennent,subject_verb_agreement
Tu prends au marché.,Tu prenez au marché.,Tu,Tu,prends,subject_verb_agreement
On finit tous les jours.,On finissez tous les jours.,On,On,finit,subject_verb_agreement
Le garçon finit avec ses amis.,Le garçon finissez avec ses amis.,Le garçon,Le garçon,finit,subject_verb_agreement
Les garçons voient pendant le week-end.,Les garçons voit pendant le week-end.,Les garçons,Les garçons,voient,subject_verb_agreement
Je prends en été.,Je prennent en été.,Je,Je,prends,subject_verb_agreement
Je prends en été.,Je prennent en été.,Je,Je,prends,subject_verb_agreement
Ils prennent au marché.,Ils prends au marché.,Ils,Ils,prennent,subject_verb_agreement
Tu vois rapidement.,Tu voyez rapidement.,Tu,Tu,vois,subject_verb_agreement
Nous voyons en silence.,Nous voient en silence.,Nous,Nous,voyons,subject_verb_agreement
Nous finissons le matin.,Nous finissent le matin.,Nous,Nous,finissons,subject_verb_agreement
Les garçons viennent chez moi.,Les garçons viens chez moi.,Les garçons,Les garçons,viennent,subject_verb_agreement
La fille vient en silence.,La fille viens en silence.,La fille,La fille,vient,subject_verb_agreement
Ils prennent en été.,Ils prenons en été.,Ils,Ils,prennent,subject_verb_agreement
Nous finissons en été.,Nous finissez en été.,Nous,Nous,finissons,subject_verb_agreement
Vous venez chez moi.,Vous viens chez moi.,Vous,Vous,venez,subject_verb_agreement
Elle vient rapidement.,Elle venez rapidement.,Elle,Elle,vient,subject_verb_agreement
Tu viens tous les jours.,Tu viennent tous les jours.,Tu,Tu,viens,subject_verb_agreement
Tu vois au marché.,Tu voient au marché.,Tu,Tu,vois,subject_verb_agreement
Nous venons rapidement.,Nous venez rapidement.,Nous,Nous,venons,subject_verb_agreement
Elles parlent en été.,Elles parles en été.,Elles,Elles,parlent,subject_verb_agreement
Les filles voient en été.,Les filles vois en été.,Les filles,Les filles,voient,subject_verb_agreement
Elle vient en été.,Elle viennent en été.,Elle,Elle,vient,subject_verb_agreement
Il voit au marché.,Il voyons au marché.,Il,Il,voit,subject_verb_agreement
Nous venons chez moi.,Nous viennent chez moi.,Nous,Nous,venons,subject_verb_agreement
Vous prenez pendant le week-end.,Vous prends pendant le week-end.,Vous,Vous,prenez,subject_verb_agreement
On prend à l'école.,On prenons à l'école.,On,On,prend,subject_verb_agreement
Les garçons viennent tous les jours.,Les garçons vient tous les jours.,Les garçons,Les garçons,viennent,subject_verb_agreement
Vous prenez en silence.,Vous prend en silence.,Vous,Vous,prenez,subject_verb_agreement
Ils parlent le matin.,Ils parle le matin.,Ils,Ils,parlent,subject_verb_agreement
Ils parlent au marché.,Ils parle au marché.,Ils,Ils,parlent,subject_verb_agreement
Il parle en été.,Il parlez en été.,Il,Il,parle,subject_verb_agreement
Elle prend à l'école.,Elle prends à l'école.,Elle,Elle,prend,subject_verb_agreement
Ils parlent à l'école.,Ils parles à l'école.,Ils,Ils,parlent,subject_verb_agreement
On finit avec ses amis.,On finis avec ses amis.,On,On,finit,subject_verb_agreement
Vous prenez à l'école.,Vous prends à l'école.,Vous,Vous,prenez,subject_verb_agreement
Ils viennent à l'école.,Ils vient à l'école.,Ils,Ils,viennent,subject_verb_agreement
Tu prends chez moi.,Tu prend chez moi.,Tu,Tu,prends,subject_verb_agreement
Le garçon parle à l'école.,Le garçon parles à l'école.,Le garçon,Le garçon,parle,subject_verb_agreement
Nous finissons tous les jours.,Nous finit tous les jours.,Nous,Nous,finissons,subject_verb_agreement
Les filles voient avec ses amis.,Les filles vois avec ses amis.,Les filles,Les filles,voient,subject_verb_agreement
Nous venons rapidement.,Nous vient rapidement.,Nous,Nous,venons,subject_verb_agreement
On prend à l'école.,On prends à l'école.,On,On,prend,subject_verb_agreement
Tu finis le matin.,Tu finit le matin.,Tu,Tu,finis,subject_verb_agreement
Je finis le matin.,Je finit le matin.,Je,Je,finis,subject_verb_agreement
Les filles parlent au marché.,Les filles parlez au marché.,Les filles,Les filles,parlent,subject_verb_agreement
Vous finissez pendant le week-end.,Vous finissons pendant le week-end.,Vous,Vous,finissez,subject_verb_agreement
Les filles viennent le matin.,Les filles vient le matin.,Les filles,Les filles,viennent,subject_verb_agreement
Elle prend pendant le week-end.,Elle prends pendant le week-end.,Elle,Elle,prend,subject_verb_agreement
Le garçon vient en silence.,Le garçon venons en silence.,Le garçon,Le garçon,vient,subject_verb_agreement
On prend au marché.,On prennent au marché.,On,On,prend,subject_verb_agreement
Les filles prennent en silence.,Les filles prends en silence.,Les filles,Les filles,prennent,subject_verb_agreement
Tu viens à l'école.,Tu venez à l'école.,Tu,Tu,viens,subject_verb_agreement
Tu finis rapidement.,Tu finissons rapidement.,Tu,Tu,finis,subject_verb_agreement
Ils prennent tous les jours.,Ils prenez tous les jours.,Ils,Ils,prennent,subject_verb_agreement
Tu prends en silence.,Tu prenez en silence.,Tu,Tu,prends,subject_verb_agreement
Je parle rapidement.,Je parlons rapidement.,Je,Je,parle,subject_verb_agreement
Je finis en été.,Je finit en été.,Je,Je,finis,subject_verb_agreement
Ils voient en silence.,Ils vois en silence.,Ils,Ils,voient,subject_verb_agreement
Il prend pendant le week-end.,Il prennent pendant le week-end.,Il,Il,prend,subject_verb_agreement
Je prends tous les jours.,Je prenez tous les jours.,Je,Je,prends,subject_verb_agreement
On parle en silence.,On parles en silence.,On,On,parle,subject_verb_agreement
Tu prends à l'école.,Tu prenez à l'école.,Tu,Tu,prends,subject_verb_agreement
Les filles voient pendant le week-end.,Les filles voit pendant le week-end.,Les filles,Les filles,voient,subject_verb_agreement
La fille finit pendant le week-end.,La fille finissons pendant le week-end.,La fille,La fille,finit,subject_verb_agreement
Je parle au marché.,Je parlent au marché.,Je,Je,parle,subject_verb_agreement
Nous venons avec ses amis.,Nous vient avec ses amis.,Nous,Nous,venons,subject_verb_agreement
Nous parlons en silence.,Nous parlent en silence.,Nous,Nous,parlons,subject_verb_agreement
Elle prend pendant le week-end.,Elle prends pendant le week-end.,Elle,Elle,prend,subject_verb_agreement
Vous voyez le matin.,Vous voient le matin.,Vous,Vous,voyez,subject_verb_agreement
La fille finit le matin.,La fille finissez le matin.,La fille,La fille,finit,subject_verb_agreement
Ils viennent pendant le week-end.,Ils venons pendant le week-end.,Ils,Ils,viennent,subject_verb_agreement
Je parle pendant le week-end.,Je parlez pendant le week-end.,Je,Je,parle,subject_verb_agreement
Tu finis le matin.,Tu finissent le matin.,Tu,Tu,finis,subject_verb_agreement
Tu viens pendant le week-end.,Tu viennent pendant le week-end.,Tu,Tu,viens,subject_verb_agreement
Nous finissons en silence.,Nous finissent en silence.,Nous,Nous,finissons,subject_verb_agreement
Nous finissons à l'école.,Nous finissez à l'école.,Nous,Nous,finissons,subject_verb_agreement
Il vient au marché.,Il viennent au marché.,Il,Il,vient,subject_verb_agreement
Nous venons pendant le week-end.,Nous viennent pendant le week-end.,Nous,Nous,venons,subject_verb_agreement
Je finis pendant le week-end.,Je finissez pendant le week-end.,Je,Je,finis,subject_verb_agreement
Il vient à l'école.,Il viennent à l'école.,Il,Il,vient,subject_verb_agreement
Ils voient le matin.,Ils voit le matin.,Ils,Ils,voient,subject_verb_agreement
Ils prennent rapidement.,Ils prend rapidement.,Ils,Ils,prennent,subject_verb_agreement
Elle vient pendant le week-end.,Elle viennent pendant le week-end.,Elle,Elle,vient,subject_verb_agreement
Elles viennent avec ses amis.,Elles venez avec ses amis.,Elles,Elles,viennent,subject_verb_agreement
Tu finis le matin.,Tu finissent le matin.,Tu,Tu,finis,subject_verb_agreement
Les filles voient le matin.,Les filles vois le matin.,Les filles,Les filles,voient,subject_verb_agreement
Vous finissez au marché.,Vous finit au marché.,Vous,Vous,finissez,subject_verb_agreement
On vient le matin.,On viens le matin.,On,On,vient,subject_verb_agreement
Tu parles pendant le week-end.,Tu parlez pendant le week-end.,Tu,Tu,parles,subject_verb_agreement
Elles finissent chez moi.,Elles finis chez moi.,Elles,Elles,finissent,subject_verb_agreement
Tu finis le matin.,Tu finit le matin.,Tu,Tu,finis,subject_verb_agreement
On finit à l'école.,On finissons à l'école.,On,On,finit,subject_verb_agreement
Il vient le matin.,Il viens le matin.,Il,Il,vient,subject_verb_agreement
Je finis tous les jours.,Je finissons tous les jours.,Je,Je,finis,subject_verb_agreement
Vous parlez le matin.,Vous parles le matin.,Vous,Vous,parlez,subject_verb_agreement
Il voit chez moi.,Il voient chez moi.,Il,Il,voit,subject_verb_agreement
Je finis avec ses amis.,Je finissent avec ses amis.,Je,Je,finis,subject_verb_agreement
La fille prend pendant le week-end.,La fille prenez pendant le week-end.,La fille,La fille,prend,subject_verb_agreement
On prend pendant le week-end.,On prends pendant le week-end.,On,On,prend,subject_verb_agreement
Ils prennent pendant le week-end.,Ils prends pendant le week-end.,Ils,Ils,prennent,subject_verb_agreement
Nous venons chez moi.,Nous viennent chez moi.,Nous,Nous,venons,subject_verb_agreement
Tu parles chez moi.,Tu parlent chez moi.,Tu,Tu,parles,subject_verb_agreement
Il vient à l'école.,Il viens à l'école.,Il,Il,vient,subject_verb_agreement
Les filles viennent tous les jours.,Les filles vient tous les jours.,Les filles,Les filles,viennent,subject_verb_agreement
Vous voyez à l'école.,Vous voit à l'école.,Vous,Vous,voyez,subject_verb_agreement
Nous venons chez moi.,Nous viennent chez moi.,Nous,Nous,venons,subject_verb_agreement
Vous voyez en été.,Vous vois en été.,Vous,Vous,voyez,subject_verb_agreement
Je viens le matin.,Je venez le matin.,Je,Je,viens,subject_verb_agreement
Le garçon finit pendant le week-end.,Le garçon finissent pendant le week-end.,Le garçon,Le garçon,finit,subject_verb_agreement
Nous voyons en silence.,Nous voient en silence.,Nous,Nous,voyons,subject_verb_agreement
Vous parlez rapidement.,Vous parle rapidement.,Vous,Vous,parlez,subject_verb_agreement
Le garçon parle tous les jours.,Le garçon parlent tous les jours.,Le garçon,Le garçon,parle,subject_verb_agreement
Tu parles pendant le week-end.,Tu parle pendant le week-end.,Tu,Tu,parles,subject_verb_agreement
Les garçons finissent tous les jours.,Les garçons finissons tous les jours.,Les garçons,Les garçons,finissent,subject_verb_agreement
Je viens le matin.,Je venez le matin.,Je,Je,viens,subject_verb_agreement
On voit avec ses amis.,On voient avec ses amis.,On,On,voit,subject_verb_agreement
Nous voyons à l'école.,Nous voient à l'école.,Nous,Nous,voyons,subject_verb_agreement
Elle prend pendant le week-end.,Elle prenez pendant le week-end.,Elle,Elle,prend,subject_verb_agreement
Ils parlent avec ses amis.,Ils parlez avec ses amis.,Ils,Ils,parlent,subject_verb_agreement
Vous venez en silence.,Vous viennent en silence.,Vous,Vous,venez,subject_verb_agreement
Nous finissons en été.,Nous finis en été.,Nous,Nous,finissons,subject_verb_agreement
Le garçon finit tous les jours.,Le garçon finis tous les jours.,Le garçon,Le garçon,finit,subject_verb_agreement
On vient pendant le week-end.,On viennent pendant le week-end.,On,On,vient,subject_verb_agreement
Tu vois avec ses amis.,Tu voient avec ses amis.,Tu,Tu,vois,subject_verb_agreement
Les garçons voient avec ses amis.,Les garçons voit avec ses amis.,Les garçons,Les garçons,voient,subject_verb_agreement
Ils parlent chez moi.,Ils parle chez moi.,Ils,Ils,parlent,subject_verb_agreement
