good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
La grande lettre est sur la table.;La grand lettre est sur la table.;grande;grand;grande;adj_noun
Les bleus chiens sont sur la table.;Les bleues chiens sont sur la table.;bleus;bleues;bleus;adj_noun
Le vert livre est sur la table.;Le verte livre est sur la table.;vert;verte;vert;adj_noun
Le petit livre est sur la table.;Le petite livre est sur la table.;petit;petite;petit;adj_noun
Les bleues lettres sont sur la table.;Les bleus lettres sont sur la table.;bleues;bleus;bleues;adj_noun
La ancienne lettre est sur la table.;La ancien lettre est sur la table.;ancienne;ancien;ancienne;adj_noun
Les grands chats sont sur la table.;Les grandes chats sont sur la table.;grands;grandes;grands;adj_noun
La bleue fleur est sur la table.;La bleu fleur est sur la table.;bleue;bleu;bleue;adj_noun
La bleue lettre est sur la table.;La bleu lettre est sur la table.;bleue;bleu;bleue;adj_noun
Le nouveau oiseau est sur la table.;Le nouvelle oiseau est sur la table.;nouveau;nouvelle;nouveau;adj_noun
Les verts jardins sont sur la table.;Les vertes jardins sont sur la table.;verts;vertes;verts;adj_noun
Le vert chien est sur la table.;Le verte chien est sur la table.;vert;verte;vert;adj_noun
Les petits chiens sont sur la table.;Les petites chiens sont sur la table.;petits;petites;petits;adj_noun
Les bleus jardins sont sur la table.;Les bleues jardins sont sur la table.;bleus;bleues;bleus;adj_noun
La grande voiture est sur la table.;La grand voiture est sur la table.;grande;grand;grande;adj_noun
Le joli oiseau est sur la table.;Le jolie oiseau est sur la table.;joli;jolie;joli;adj_noun
Le bleu oiseau est sur la table.;Le bleue oiseau est sur la table.;bleu;bleue;bleu;adj_noun
Le vert chat est sur la table.;Le verte chat est sur la table.;vert;verte;vert;adj_noun
Les belles lettres sont sur la table.;Les beaux lettres sont sur la table.;belles;beaux;belles;adj_noun
Les jolis chiens sont sur la table.;Les jolies chiens sont sur la table.;jolis;jolies;jolis;adj_noun
Les heureuses voitures sont sur la table.;Les heureux voitures sont sur la table.;heureuses;heureux;heureuses;adj_noun
Les jolies voitures sont sur la table.;Les jolis voitures sont sur la table.;jolies;jolis;jolies;adj_noun
Le heureux livre est sur la table.;Le heureuse livre est sur la table.;heureux;heureuse;heureux;adj_noun
La verte lettre est sur la table.;La vert lettre est sur la table.;verte;vert;verte;adj_noun
Les jolies lettres sont sur la table.;Les jolis lettres sont sur la table.;jolies;jolis;jolies;adj_noun
Le grand chat est sur la table.;Le grande chat est sur la table.;grand;grande;grand;adj_noun
Les beaux livres sont sur la table.;Les belles livres sont sur la table.;beaux;belles;beaux;adj_noun
Les nouveaux jardins sont sur la table.;Les nouvelles jardins sont sur la table.;nouveaux;nouvelles;nouveaux;adj_noun
Les belles maisons sont sur la table.;Les beaux maisons sont sur la table.;belles;beaux;belles;adj_noun
Les bleus livres sont sur la table.;Les bleues livres sont sur la table.;bleus;bleues;bleus;adj_noun
Les beaux jardins sont sur la table.;Les belles jardins sont sur la table.;beaux;belles;beaux;adj_noun
La grande fleur est sur la table.;La grand fleur est sur la table.;grande;grand;grande;adj_noun
La petite fleur est sur la table.;La petit fleur est sur la table.;petite;petit;petite;adj_noun
Les anciennes tables sont sur la table.;Les anciens tables sont sur la table.;anciennes;anciens;anciennes;adj_noun
Le joli chat est sur la table.;Le jolie chat est sur la table.;joli;jolie;joli;adj_noun
Les nouvelles fleurs sont sur la table.;Les nouveaux fleurs sont sur la table.;nouvelles;nouveaux;nouvelles;adj_noun
La heureuse lettre est sur la table.;La heureux lettre est sur la table.;heureuse;heureux;heureuse;adj_noun
Les jolis oiseaux sont sur la table.;Les jolies oiseaux sont sur la table.;jolis;jolies;jolis;adj_noun
Les grands oiseaux sont sur la table.;Les grandes oiseaux sont sur la table.;grands;grandes;grands;adj_noun
Le beau chat est sur la table.;Le belle chat est sur la table.;beau;belle;beau;adj_noun
Les grandes voitures sont sur la table.;Les grands voitures sont sur la table.;grandes;grands;grandes;adj_noun
Les verts oiseaux sont sur la table.;Les vertes oiseaux sont sur la table.;verts;vertes;verts;adj_noun
La bleue table est sur la table.;La bleu table est sur la table.;bleue;bleu;bleue;adj_noun
Les bleues voitures sont sur la table.;Les bleus voitures sont sur la table.;bleues;bleus;bleues;adj_noun
Le ancien jardin est sur la table.;Le ancienne jardin est sur la table.;ancien;ancienne;ancien;adj_noun
Les vertes fleurs sont sur la table.;Les verts fleurs sont sur la table.;vertes;verts;vertes;adj_noun
Les beaux oiseaux sont sur la table.;Les belles oiseaux sont sur la table.;beaux;belles;beaux;adj_noun
les belles fleurs sont tombées par terre.;les beaux fleurs sont tombées par terre.;belles;beaux;belles;adj_noun
Les petites maisons sont sur la table.;Les petits maisons sont sur la table.;petites;petits;petites;adj_noun
Les grandes voitures sont sur la table.;Les grands voitures sont sur la table.;grandes;grands;grandes;adj_noun
les petites tables sont tombées par terre.;les petits tables sont tombées par terre.;petites;petits;petites;adj_noun
Sur la photo, on voit le ancien oiseau.;Sur la photo, on voit le ancienne oiseau.;ancien;ancienne;ancien;adj_noun
les anciens chiens sont tombés par terre.;les anciennes chiens sont tombés par terre.;anciens;anciennes;anciens;adj_noun
Le professeur a décrit les vertes voitures.;Le professeur a décrit les verts voitures.;vertes;verts;vertes;adj_noun
J’ai vu les grandes lettres dans le jardin.;J’ai vu les grands lettres dans le jardin.;grandes;grands;grandes;adj_noun
J’ai vu les anciennes lettres dans le jardin.;J’ai vu les anciens lettres dans le jardin.;anciennes;anciens;anciennes;adj_noun
Nous aimons les jolies fleurs du marché.;Nous aimons les jolis fleurs du marché.;jolies;jolis;jolies;adj_noun
Nous aimons les petite table du marché.;Nous aimons les petit table du marché.;petite;petit;petite;adj_noun
Sur la photo, on voit les grandes voitures.;Sur la photo, on voit les grands voitures.;grandes;grands;grandes;adj_noun
Ils ont acheté les petites maisons hier.;Ils ont acheté les petits maisons hier.;petites;petits;petites;adj_noun
Chaque matin, les grands oiseaux sont ouverts.;Chaque matin, les grandes oiseaux sont ouverts.;grands;grandes;grands;adj_noun
la heureuse lettre est tombée par terre.;la heureux lettre est tombée par terre.;heureuse;heureux;heureuse;adj_noun
Nous aimons les joli livre du marché.;Nous aimons les jolie livre du marché.;joli;jolie;joli;adj_noun
Sur la photo, on voit les nouveaux oiseaux.;Sur la photo, on voit les nouvelles oiseaux.;nouveaux;nouvelles;nouveaux;adj_noun
Le musée expose la ancienne voiture ancien.;Le musée expose la ancien voiture ancien.;ancienne;ancien;ancienne;adj_noun
le petit chat est tombé par terre.;le petite chat est tombé par terre.;petit;petite;petit;adj_noun
Sur la photo, on voit le beau oiseau.;Sur la photo, on voit le belle oiseau.;beau;belle;beau;adj_noun
Chaque matin, la ancienne fleur est ouverte.;Chaque matin, la ancien fleur est ouverte.;ancienne;ancien;ancienne;adj_noun
Ils ont acheté les bleues maisons hier.;Ils ont acheté les bleus maisons hier.;bleues;bleus;bleues;adj_noun
Le musée expose la nouvelle fleur ancien.;Le musée expose la nouveau fleur ancien.;nouvelle;nouveau;nouvelle;adj_noun
Ils ont acheté la jolie voiture hier.;Ils ont acheté la joli voiture hier.;jolie;joli;jolie;adj_noun
Chaque matin, le joli livre est ouvert.;Chaque matin, le jolie livre est ouvert.;joli;jolie;joli;adj_noun
les belles maisons sont tombées par terre.;les beaux maisons sont tombées par terre.;belles;beaux;belles;adj_noun
Chaque matin, le nouveau jardin est ouvert.;Chaque matin, le nouvelle jardin est ouvert.;nouveau;nouvelle;nouveau;adj_noun
Le professeur a décrit les heureux chiens.;Le professeur a décrit les heureuses chiens.;heureux;heureuses;heureux;adj_noun
Le musée expose le bleu chien ancien.;Le musée expose le bleue chien ancien.;bleu;bleue;bleu;adj_noun
J’ai vu les belles fleurs dans le jardin.;J’ai vu les beaux fleurs dans le jardin.;belles;beaux;belles;adj_noun
Ils ont acheté le beau chien hier.;Ils ont acheté le belle chien hier.;beau;belle;beau;adj_noun
Ils ont acheté la heureuse table hier.;Ils ont acheté la heureux table hier.;heureuse;heureux;heureuse;adj_noun
Je préfère les heureux oiseau de ma grand-mère.;Je préfère les heureuse oiseau de ma grand-mère.;heureux;heureuse;heureux;adj_noun
Je préfère les jolie voiture de ma grand-mère.;Je préfère les joli voiture de ma grand-mère.;jolie;joli;jolie;adj_noun
les jolis oiseaux sont tombés par terre.;les jolies oiseaux sont tombés par terre.;jolis;jolies;jolis;adj_noun
Nous aimons les verte lettre du marché.;Nous aimons les vert lettre du marché.;verte;vert;verte;adj_noun
Le musée expose les petites maisons ancien.;Le musée expose les petits maisons ancien.;petites;petits;petites;adj_noun
J’ai vu les petits chiens dans le jardin.;J’ai vu les petites chiens dans le jardin.;petits;petites;petits;adj_noun
Je préfère les bleu chat de ma grand-mère.;Je préfère les bleue chat de ma grand-mère.;bleu;bleue;bleu;adj_noun
J’ai vu les verts chiens dans le jardin.;J’ai vu les vertes chiens dans le jardin.;verts;vertes;verts;adj_noun
Nous aimons les petits oiseaux du marché.;Nous aimons les petites oiseaux du marché.;petits;petites;petits;adj_noun
la petite fleur est tombée par terre.;la petit fleur est tombée par terre.;petite;petit;petite;adj_noun
Le professeur a décrit les bleus jardins.;Le professeur a décrit les bleues jardins.;bleus;bleues;bleus;adj_noun
Je préfère les vertes lettres de ma grand-mère.;Je préfère les verts lettres de ma grand-mère.;vertes;verts;vertes;adj_noun
le ancien chien est tombé par terre.;le ancienne chien est tombé par terre.;ancien;ancienne;ancien;adj_noun
Nous aimons les beau chat du marché.;Nous aimons les belle chat du marché.;beau;belle;beau;adj_noun
le heureux chien est tombé par terre.;le heureuse chien est tombé par terre.;heureux;heureuse;heureux;adj_noun
Ils ont acheté le grand chien hier.;Ils ont acheté le grande chien hier.;grand;grande;grand;adj_noun
Les verte fleur sont sur la table.;Les vert fleur sont sur la table.;verte;vert;verte;adj_noun
Nous aimons les grandes maisons du marché.;Nous aimons les grands maisons du marché.;grandes;grands;grandes;adj_noun
Le professeur a décrit les belles tables.;Le professeur a décrit les beaux tables.;belles;beaux;belles;adj_noun
Sur la photo, on voit le joli chat.;Sur la photo, on voit le jolie chat.;joli;jolie;joli;adj_noun
Nous aimons les heureux jardin du marché.;Nous aimons les heureuse jardin du marché.;heureux;heureuse;heureux;adj_noun
Je préfère les vert jardin de ma grand-mère.;Je préfère les verte jardin de ma grand-mère.;vert;verte;vert;adj_noun
Ils ont acheté les belles tables hier.;Ils ont acheté les beaux tables hier.;belles;beaux;belles;adj_noun
Les petites tables sont sur la table.;Les petits tables sont sur la table.;petites;petits;petites;adj_noun
Nous aimons les heureuses lettres du marché.;Nous aimons les heureux lettres du marché.;heureuses;heureux;heureuses;adj_noun
Nous aimons les heureux chiens du marché.;Nous aimons les heureuses chiens du marché.;heureux;heureuses;heureux;adj_noun
Je préfère les vertes voitures de ma grand-mère.;Je préfère les verts voitures de ma grand-mère.;vertes;verts;vertes;adj_noun
le beau oiseau est tombé par terre.;le belle oiseau est tombé par terre.;beau;belle;beau;adj_noun
Le professeur a décrit le vert chien.;Le professeur a décrit le verte chien.;vert;verte;vert;adj_noun
Les jolis chats sont sur la table.;Les jolies chats sont sur la table.;jolis;jolies;jolis;adj_noun
Le professeur a décrit les beaux chats.;Le professeur a décrit les belles chats.;beaux;belles;beaux;adj_noun
Le musée expose les anciens chiens ancien.;Le musée expose les anciennes chiens ancien.;anciens;anciennes;anciens;adj_noun
la belle fleur est tombée par terre.;la beau fleur est tombée par terre.;belle;beau;belle;adj_noun
Chaque matin, la jolie table est ouverte.;Chaque matin, la joli table est ouverte.;jolie;joli;jolie;adj_noun
Les petite lettre sont sur la table.;Les petit lettre sont sur la table.;petite;petit;petite;adj_noun
Le professeur a décrit la bleue fleur.;Le professeur a décrit la bleu fleur.;bleue;bleu;bleue;adj_noun
Chaque matin, les nouveaux jardins sont ouverts.;Chaque matin, les nouvelles jardins sont ouverts.;nouveaux;nouvelles;nouveaux;adj_noun
Le professeur a décrit les bleues tables.;Le professeur a décrit les bleus tables.;bleues;bleus;bleues;adj_noun
Le professeur a décrit les heureuses maisons.;Le professeur a décrit les heureux maisons.;heureuses;heureux;heureuses;adj_noun
Les jolie table sont sur la table.;Les joli table sont sur la table.;jolie;joli;jolie;adj_noun
Le professeur a décrit la ancienne voiture.;Le professeur a décrit la ancien voiture.;ancienne;ancien;ancienne;adj_noun
Nous aimons les nouvelle fleur du marché.;Nous aimons les nouveau fleur du marché.;nouvelle;nouveau;nouvelle;adj_noun
le grand jardin est tombé par terre.;le grande jardin est tombé par terre.;grand;grande;grand;adj_noun
J’ai vu les petites voitures dans le jardin.;J’ai vu les petits voitures dans le jardin.;petites;petits;petites;adj_noun
Les bleu chat sont sur la table.;Les bleue chat sont sur la table.;bleu;bleue;bleu;adj_noun
les petites lettres sont tombées par terre.;les petits lettres sont tombées par terre.;petites;petits;petites;adj_noun
Ils ont acheté les grandes fleurs hier.;Ils ont acheté les grands fleurs hier.;grandes;grands;grandes;adj_noun
Nous aimons les belle lettre du marché.;Nous aimons les beau lettre du marché.;belle;beau;belle;adj_noun
Le professeur a décrit les verts jardins.;Le professeur a décrit les vertes jardins.;verts;vertes;verts;adj_noun
Sur la photo, on voit les vertes voitures.;Sur la photo, on voit les verts voitures.;vertes;verts;vertes;adj_noun
Le professeur a décrit la heureuse fleur.;Le professeur a décrit la heureux fleur.;heureuse;heureux;heureuse;adj_noun
Chaque matin, le nouveau livre est ouvert.;Chaque matin, le nouvelle livre est ouvert.;nouveau;nouvelle;nouveau;adj_noun
Le musée expose les vertes maisons ancien.;Le musée expose les verts maisons ancien.;vertes;verts;vertes;adj_noun
J’ai vu le heureux chien dans le jardin.;J’ai vu le heureuse chien dans le jardin.;heureux;heureuse;heureux;adj_noun
Chaque matin, les grandes voitures sont ouvertes.;Chaque matin, les grands voitures sont ouverts.;grandes;grands;grandes;adj_noun
Sur la photo, on voit les anciens livres.;Sur la photo, on voit les anciennes livres.;anciens;anciennes;anciens;adj_noun
Je préfère les verte table de ma grand-mère.;Je préfère les vert table de ma grand-mère.;verte;vert;verte;adj_noun
Le musée expose la verte table ancien.;Le musée expose la vert table ancien.;verte;vert;verte;adj_noun
Nous aimons les bleue maison du marché.;Nous aimons les bleu maison du marché.;bleue;bleu;bleue;adj_noun
Chaque matin, la belle fleur est ouverte.;Chaque matin, la beau fleur est ouverte.;belle;beau;belle;adj_noun
J’ai vu les anciennes tables dans le jardin.;J’ai vu les anciens tables dans le jardin.;anciennes;anciens;anciennes;adj_noun
Nous aimons les grande lettre du marché.;Nous aimons les grand lettre du marché.;grande;grand;grande;adj_noun
Le musée expose les vertes lettres ancien.;Le musée expose les verts lettres ancien.;vertes;verts;vertes;adj_noun
J’ai vu le nouveau chat dans le jardin.;J’ai vu le nouvelle chat dans le jardin.;nouveau;nouvelle;nouveau;adj_noun
Le musée expose les vertes tables ancien.;Le musée expose les verts tables ancien.;vertes;verts;vertes;adj_noun
Le musée expose la bleue maison ancien.;Le musée expose la bleu maison ancien.;bleue;bleu;bleue;adj_noun
Sur la photo, on voit les bleus oiseaux.;Sur la photo, on voit les bleues oiseaux.;bleus;bleues;bleus;adj_noun
Le musée expose les nouvelles tables ancien.;Le musée expose les nouveaux tables ancien.;nouvelles;nouveaux;nouvelles;adj_noun
Le musée expose les bleues lettres ancien.;Le musée expose les bleus lettres ancien.;bleues;bleus;bleues;adj_noun
Ils ont acheté les jolis oiseaux hier.;Ils ont acheté les jolies oiseaux hier.;jolis;jolies;jolis;adj_noun
Je préfère les petit livre de ma grand-mère.;Je préfère les petite livre de ma grand-mère.;petit;petite;petit;adj_noun
Le professeur a décrit la belle maison.;Le professeur a décrit la beau maison.;belle;beau;belle;adj_noun
Le professeur a décrit les belles fleurs.;Le professeur a décrit les beaux fleurs.;belles;beaux;belles;adj_noun
le vert oiseau est tombé par terre.;le verte oiseau est tombé par terre.;vert;verte;vert;adj_noun
J’ai vu les anciens livres dans le jardin.;J’ai vu les anciennes livres dans le jardin.;anciens;anciennes;anciens;adj_noun
Chaque matin, le bleu chien est ouvert.;Chaque matin, le bleue chien est ouvert.;bleu;bleue;bleu;adj_noun
Chaque matin, les heureuses voitures sont ouvertes.;Chaque matin, les heureux voitures sont ouvertes.;heureuses;heureux;heureuses;adj_noun
Sur la photo, on voit le bleu chien.;Sur la photo, on voit le bleue chien.;bleu;bleue;bleu;adj_noun
Les joli jardin sont sur la table.;Les jolie jardin sont sur la table.;joli;jolie;joli;adj_noun
Je préfère les grandes lettres de ma grand-mère.;Je préfère les grands lettres de ma grand-mère.;grandes;grands;grandes;adj_noun
Sur la photo, on voit les anciens jardins.;Sur la photo, on voit les anciennes jardins.;anciens;anciennes;anciens;adj_noun
Le musée expose la ancienne lettre ancien.;Le musée expose la ancien lettre ancien.;ancienne;ancien;ancienne;adj_noun
Nous aimons les belles lettres du marché.;Nous aimons les beaux lettres du marché.;belles;beaux;belles;adj_noun
Nous aimons les vertes fleurs du marché.;Nous aimons les verts fleurs du marché.;vertes;verts;vertes;adj_noun
Les nouveaux livres sont sur la table.;Les nouvelles livres sont sur la table.;nouveaux;nouvelles;nouveaux;adj_noun
Le musée expose la nouvelle voiture ancien.;Le musée expose la nouveau voiture ancien.;nouvelle;nouveau;nouvelle;adj_noun
Le musée expose les anciennes voitures ancien.;Le musée expose les anciens voitures ancien.;anciennes;anciens;anciennes;adj_noun
Ils ont acheté les heureuses tables hier.;Ils ont acheté les heureux tables hier.;heureuses;heureux;heureuses;adj_noun
Nous aimons les petite voiture du marché.;Nous aimons les petit voiture du marché.;petite;petit;petite;adj_noun
Les beaux livres sont sur la table.;Les belles livres sont sur la table.;beaux;belles;beaux;adj_noun
Les petits livres sont sur la table.;Les petites livres sont sur la table.;petits;petites;petits;adj_noun
Je préfère les beau chat de ma grand-mère.;Je préfère les belle chat de ma grand-mère.;beau;belle;beau;adj_noun
Le musée expose le grand chat ancien.;Le musée expose le grande chat ancien.;grand;grande;grand;adj_noun
Le professeur a décrit le grand jardin.;Le professeur a décrit le grande jardin.;grand;grande;grand;adj_noun
Je préfère les grand oiseau de ma grand-mère.;Je préfère les grande oiseau de ma grand-mère.;grand;grande;grand;adj_noun
Les heureux jardins sont sur la table.;Les heureuses jardins sont sur la table.;heureux;heureuses;heureux;adj_noun
Je préfère les bleue fleur de ma grand-mère.;Je préfère les bleu fleur de ma grand-mère.;bleue;bleu;bleue;adj_noun
Le professeur a décrit la bleue maison.;Le professeur a décrit la bleu maison.;bleue;bleu;bleue;adj_noun
Le professeur a décrit les jolis chiens.;Le professeur a décrit les jolies chiens.;jolis;jolies;jolis;adj_noun
Le professeur a décrit la belle voiture.;Le professeur a décrit la beau voiture.;belle;beau;belle;adj_noun
la bleue fleur est tombée par terre.;la bleu fleur est tombée par terre.;bleue;bleu;bleue;adj_noun
le petit jardin est tombé par terre.;le petite jardin est tombé par terre.;petit;petite;petit;adj_noun
Chaque matin, le joli chien est ouvert.;Chaque matin, le jolie chien est ouvert.;joli;jolie;joli;adj_noun
Je préfère les bleues maisons de ma grand-mère.;Je préfère les bleus maisons de ma grand-mère.;bleues;bleus;bleues;adj_noun
Chaque matin, les beaux livres sont ouvertes.;Chaque matin, les belles livres sont ouvertes.;beaux;belles;beaux;adj_noun
les nouvelles lettres sont tombées par terre.;les nouveaux lettres sont tombées par terre.;nouvelles;nouveaux;nouvelles;adj_noun
Je préfère les petite voiture de ma grand-mère.;Je préfère les petit voiture de ma grand-mère.;petite;petit;petite;adj_noun
Les grand jardin sont sur la table.;Les grande jardin sont sur la table.;grand;grande;grand;adj_noun
Sur la photo, on voit les nouvelles maisons.;Sur la photo, on voit les nouveaux maisons.;nouvelles;nouveaux;nouvelles;adj_noun
Les grandes maisons sont sur la table.;Les grands maisons sont sur la table.;grandes;grands;grandes;adj_noun
Sur la photo, on voit les nouvelles lettres.;Sur la photo, on voit les nouveaux lettres.;nouvelles;nouveaux;nouvelles;adj_noun
J’ai vu la belle voiture dans le jardin.;J’ai vu la beau voiture dans le jardin.;belle;beau;belle;adj_noun
Le musée expose la heureuse voiture ancien.;Le musée expose la heureux voiture ancien.;heureuse;heureux;heureuse;adj_noun
Sur la photo, on voit le beau jardin.;Sur la photo, on voit le belle jardin.;beau;belle;beau;adj_noun
Je préfère les ancienne table de ma grand-mère.;Je préfère les ancien table de ma grand-mère.;ancienne;ancien;ancienne;adj_noun
la belle maison est tombée par terre.;la beau maison est tombée par terre.;belle;beau;belle;adj_noun
Les grands chats sont sur la table.;Les grandes chats sont sur la table.;grands;grandes;grands;adj_noun
Je préfère les bleues tables de ma grand-mère.;Je préfère les bleus tables de ma grand-mère.;bleues;bleus;bleues;adj_noun
Ils ont acheté la ancienne fleur hier.;Ils ont acheté la ancien fleur hier.;ancienne;ancien;ancienne;adj_noun
Les bleue voiture sont sur la table.;Les bleu voiture sont sur la table.;bleue;bleu;bleue;adj_noun
J’ai vu les heureux chiens dans le jardin.;J’ai vu les heureuses chiens dans le jardin.;heureux;heureuses;heureux;adj_noun
la belle lettre est tombée par terre.;la beau lettre est tombée par terre.;belle;beau;belle;adj_noun
les grandes lettres sont tombées par terre.;les grands lettres sont tombées par terre.;grandes;grands;grandes;adj_noun
Ils ont acheté le petit chat hier.;Ils ont acheté le petite chat hier.;petit;petite;petit;adj_noun
le heureux jardin est tombé par terre.;le heureuse jardin est tombé par terre.;heureux;heureuse;heureux;adj_noun
Je préfère les vert livre de ma grand-mère.;Je préfère les verte livre de ma grand-mère.;vert;verte;vert;adj_noun
Le professeur a décrit la verte maison.;Le professeur a décrit la vert maison.;verte;vert;verte;adj_noun
J’ai vu la nouvelle maison dans le jardin.;J’ai vu la nouveau maison dans le jardin.;nouvelle;nouveau;nouvelle;adj_noun
Chaque matin, la jolie lettre est ouverte.;Chaque matin, la joli lettre est ouverte.;jolie;joli;jolie;adj_noun
Nous aimons les petite fleur du marché.;Nous aimons les petit fleur du marché.;petite;petit;petite;adj_noun
Le musée expose le ancien chien ancien.;Le musée expose le ancienne chien ancien.;ancien;ancienne;ancien;adj_noun
Le musée expose la jolie fleur ancien.;Le musée expose la joli fleur ancien.;jolie;joli;jolie;adj_noun
Nous aimons les bleus chats du marché.;Nous aimons les bleues chats du marché.;bleus;bleues;bleus;adj_noun
Le musée expose la heureuse table ancien.;Le musée expose la heureux table ancien.;heureuse;heureux;heureuse;adj_noun
Le musée expose le grand livre ancien.;Le musée expose le grande livre ancien.;grand;grande;grand;adj_noun
Le musée expose les grands chiens ancien.;Le musée expose les grandes chiens ancien.;grands;grandes;grands;adj_noun
Je préfère les nouveau chat de ma grand-mère.;Je préfère les nouvelle chat de ma grand-mère.;nouveau;nouvelle;nouveau;adj_noun
le ancien chat est tombé par terre.;le ancienne chat est tombé par terre.;ancien;ancienne;ancien;adj_noun
Le musée expose le petit jardin ancien.;Le musée expose le petite jardin ancien.;petit;petite;petit;adj_noun
Nous aimons les petites tables du marché.;Nous aimons les petits tables du marché.;petites;petits;petites;adj_noun
Je préfère les heureuse fleur de ma grand-mère.;Je préfère les heureux fleur de ma grand-mère.;heureuse;heureux;heureuse;adj_noun
Je préfère les grandes fleurs de ma grand-mère.;Je préfère les grands fleurs de ma grand-mère.;grandes;grands;grandes;adj_noun
J’ai vu le grand chat dans le jardin.;J’ai vu le grande chat dans le jardin.;grand;grande;grand;adj_noun
Ils ont acheté le nouveau chat hier.;Ils ont acheté le nouvelle chat hier.;nouveau;nouvelle;nouveau;adj_noun
Le professeur a décrit le nouveau chien.;Le professeur a décrit le nouvelle chien.;nouveau;nouvelle;nouveau;adj_noun
Le professeur a décrit les beaux jardins.;Le professeur a décrit les belles jardins.;beaux;belles;beaux;adj_noun
