good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Il faut que elle finisse ce soir.;Il faut que elle finit ce soir.;finisse;finit;finisse;subjunctive 
Il faut que elle prenne ce soir.;Il faut que elle prend ce soir.;prenne;prend;prenne;subjunctive 
Il faut que elle soit ce soir.;Il faut que elle est ce soir.;soit;est;soit;subjunctive 
Il faut que elle ait ce soir.;Il faut que elle a ce soir.;ait;a;ait;subjunctive 
Il faut que elle fasse ce soir.;Il faut que elle fait ce soir.;fasse;fait;fasse;subjunctive 
Il faut que elle aille ce soir.;Il faut que elle va ce soir.;aille;va;aille;subjunctive 
Il faut que elle sache ce soir.;Il faut que elle sait ce soir.;sache;sait;sache;subjunctive 
Il faut que elle veuille ce soir.;Il faut que elle veut ce soir.;veuille;veut;veuille;subjunctive 
Il faut que elle dise ce soir.;Il faut que elle dit ce soir.;dise;dit;dise;subjunctive 
Il faut que elle voie ce soir.;Il faut que elle voit ce soir.;voie;voit;voie;subjunctive 
Il faut que nous venions ce soir.;Il faut que nous venons ce soir.;venions;venons;venions;subjunctive 
Il faut que nous partions ce soir.;Il faut que nous partons ce soir.;partions;partons;partions;subjunctive 
Il faut que nous finissions ce soir.;Il faut que nous finissons ce soir.;finissions;finissons;finissions;subjunctive 
Il faut que nous prenions ce soir.;Il faut que nous prenons ce soir.;prenions;prenons;prenions;subjunctive 
Il faut que nous soyons ce soir.;Il faut que nous sommes ce soir.;soyons;sommes;soyons;subjunctive 
Il faut que nous ayons ce soir.;Il faut que nous avons ce soir.;ayons;avons;ayons;subjunctive 
Il faut que nous fassions ce soir.;Il faut que nous faisons ce soir.;fassions;faisons;fassions;subjunctive 
Il faut que nous allions ce soir.;Il faut que nous allons ce soir.;allions;allons;allions;subjunctive 
Il faut que nous sachions ce soir.;Il faut que nous savons ce soir.;sachions;savons;sachions;subjunctive 
Il faut que nous voulions ce soir.;Il faut que nous voulons ce soir.;voulions;voulons;voulions;subjunctive 
Il faut que nous disions ce soir.;Il faut que nous disons ce soir.;disions;disons;disions;subjunctive 
Il faut que nous voyions ce soir.;Il faut que nous voyons ce soir.;voyions;voyons;voyions;subjunctive 
Il faut que vous veniez ce soir.;Il faut que vous venez ce soir.;veniez;venez;veniez;subjunctive 
Il faut que vous partiez ce soir.;Il faut que vous partez ce soir.;partiez;partez;partiez;subjunctive 
Il faut que vous finissiez ce soir.;Il faut que vous finissez ce soir.;finissiez;finissez;finissiez;subjunctive 
Il faut que vous preniez ce soir.;Il faut que vous prenez ce soir.;preniez;prenez;preniez;subjunctive 
Il faut que vous soyez ce soir.;Il faut que vous êtes ce soir.;soyez;êtes;soyez;subjunctive 
Il faut que vous ayez ce soir.;Il faut que vous avez ce soir.;ayez;avez;ayez;subjunctive 
Il faut que vous fassiez ce soir.;Il faut que vous faites ce soir.;fassiez;faites;fassiez;subjunctive 
Il faut que vous alliez ce soir.;Il faut que vous allez ce soir.;alliez;allez;alliez;subjunctive 
Il faut que vous sachiez ce soir.;Il faut que vous savez ce soir.;sachiez;savez;sachiez;subjunctive 
Il faut que vous vouliez ce soir.;Il faut que vous voulez ce soir.;vouliez;voulez;vouliez;subjunctive 
Il faut que vous disiez ce soir.;Il faut que vous dites ce soir.;disiez;dites;disiez;subjunctive 
Il faut que vous voyiez ce soir.;Il faut que vous voyez ce soir.;voyiez;voyez;voyiez;subjunctive 
Il faut que ils viennent ce soir.;Il faut que ils viennent ce soir.;viennent;viennent;viennent;subjunctive 
Il faut que ils partent ce soir.;Il faut que ils partent ce soir.;partent;partent;partent;subjunctive 
Il faut que ils finissent ce soir.;Il faut que ils finissent ce soir.;finissent;finissent;finissent;subjunctive 
Il faut que ils prennent ce soir.;Il faut que ils prennent ce soir.;prennent;prennent;prennent;subjunctive 
Il faut que ils soient ce soir.;Il faut que ils sont ce soir.;soient;sont;soient;subjunctive 
Il faut que ils aient ce soir.;Il faut que ils ont ce soir.;aient;ont;aient;subjunctive 
Il faut que ils fassent ce soir.;Il faut que ils font ce soir.;fassent;font;fassent;subjunctive 
Il faut que ils aillent ce soir.;Il faut que ils vont ce soir.;aillent;vont;aillent;subjunctive 
Il faut que ils sachent ce soir.;Il faut que ils savent ce soir.;sachent;savent;sachent;subjunctive 
Il faut que ils veuillent ce soir.;Il faut que ils veulent ce soir.;veuillent;veulent;veuillent;subjunctive 
Il faut que ils disent ce soir.;Il faut que ils disent ce soir.;disent;disent;disent;subjunctive 
Il faut que ils voient ce soir.;Il faut que ils voient ce soir.;voient;voient;voient;subjunctive 
Il faut que elles viennent ce soir.;Il faut que elles viennent ce soir.;viennent;viennent;viennent;subjunctive 
Il faut que elles partent ce soir.;Il faut que elles partent ce soir.;partent;partent;partent;subjunctive 
Il faut que elles finissent ce soir.;Il faut que elles finissent ce soir.;finissent;finissent;finissent;subjunctive 
Il faut que elles prennent ce soir.;Il faut que elles prennent ce soir.;prennent;prennent;prennent;subjunctive 
Il faut que elles soient ce soir.;Il faut que elles sont ce soir.;soient;sont;soient;subjunctive 
Il faut que elles aient ce soir.;Il faut que elles ont ce soir.;aient;ont;aient;subjunctive 
Il faut que elles fassent ce soir.;Il faut que elles font ce soir.;fassent;font;fassent;subjunctive 
Il faut que elles aillent ce soir.;Il faut que elles vont ce soir.;aillent;vont;aillent;subjunctive 
Il faut que elles sachent ce soir.;Il faut que elles savent ce soir.;sachent;savent;sachent;subjunctive 
Il faut que elles veuillent ce soir.;Il faut que elles veulent ce soir.;veuillent;veulent;veuillent;subjunctive 
Il faut que elles disent ce soir.;Il faut que elles disent ce soir.;disent;disent;disent;subjunctive 
Il faut que elles voient ce soir.;Il faut que elles voient ce soir.;voient;voient;voient;subjunctive 
Bien que je vienne tôt.;Bien que je viens tôt.;vienne;viens;vienne;subjunctive 
Bien que je parte tôt.;Bien que je pars tôt.;parte;pars;parte;subjunctive 
Bien que je finisse tôt.;Bien que je finis tôt.;finisse;finis;finisse;subjunctive 
Bien que je prenne tôt.;Bien que je prends tôt.;prenne;prends;prenne;subjunctive 
Bien que je sois tôt.;Bien que je suis tôt.;sois;suis;sois;subjunctive 
Bien que je aie tôt.;Bien que je ai tôt.;aie;ai;aie;subjunctive 
Bien que je fasse tôt.;Bien que je fais tôt.;fasse;fais;fasse;subjunctive 
Bien que je aille tôt.;Bien que je vais tôt.;aille;vais;aille;subjunctive 
Bien que je sache tôt.;Bien que je sais tôt.;sache;sais;sache;subjunctive 
Bien que je veuille tôt.;Bien que je veux tôt.;veuille;veux;veuille;subjunctive 
Bien que je dise tôt.;Bien que je dis tôt.;dise;dis;dise;subjunctive 
Bien que je voie tôt.;Bien que je vois tôt.;voie;vois;voie;subjunctive 
Bien que tu viennes tôt.;Bien que tu viens tôt.;viennes;viens;viennes;subjunctive 
Bien que tu partes tôt.;Bien que tu pars tôt.;partes;pars;partes;subjunctive 
Bien que tu finisses tôt.;Bien que tu finis tôt.;finisses;finis;finisses;subjunctive 
Bien que tu prennes tôt.;Bien que tu prends tôt.;prennes;prends;prennes;subjunctive 
Bien que tu sois tôt.;Bien que tu es tôt.;sois;es;sois;subjunctive 
Bien que tu aies tôt.;Bien que tu as tôt.;aies;as;aies;subjunctive 
Bien que tu fasses tôt.;Bien que tu fais tôt.;fasses;fais;fasses;subjunctive 
Bien que tu ailles tôt.;Bien que tu vas tôt.;ailles;vas;ailles;subjunctive 
Bien que tu saches tôt.;Bien que tu sais tôt.;saches;sais;saches;subjunctive 
Bien que tu veuilles tôt.;Bien que tu veux tôt.;veuilles;veux;veuilles;subjunctive 
Bien que tu dises tôt.;Bien que tu dis tôt.;dises;dis;dises;subjunctive 
Bien que tu voies tôt.;Bien que tu vois tôt.;voies;vois;voies;subjunctive 
Bien que il vienne tôt.;Bien que il vient tôt.;vienne;vient;vienne;subjunctive 
Bien que il parte tôt.;Bien que il part tôt.;parte;part;parte;subjunctive 
Bien que il finisse tôt.;Bien que il finit tôt.;finisse;finit;finisse;subjunctive 
Bien que il prenne tôt.;Bien que il prend tôt.;prenne;prend;prenne;subjunctive 
Bien que il soit tôt.;Bien que il est tôt.;soit;est;soit;subjunctive 
Bien que il ait tôt.;Bien que il a tôt.;ait;a;ait;subjunctive 
Bien que il fasse tôt.;Bien que il fait tôt.;fasse;fait;fasse;subjunctive 
Bien que il aille tôt.;Bien que il va tôt.;aille;va;aille;subjunctive 
Bien que il sache tôt.;Bien que il sait tôt.;sache;sait;sache;subjunctive 
Bien que il veuille tôt.;Bien que il veut tôt.;veuille;veut;veuille;subjunctive 
Bien que il dise tôt.;Bien que il dit tôt.;dise;dit;dise;subjunctive 
Bien que il voie tôt.;Bien que il voit tôt.;voie;voit;voie;subjunctive 
Bien que elle vienne tôt.;Bien que elle vient tôt.;vienne;vient;vienne;subjunctive 
Bien que elle parte tôt.;Bien que elle part tôt.;parte;part;parte;subjunctive 
Bien que elle finisse tôt.;Bien que elle finit tôt.;finisse;finit;finisse;subjunctive 
Bien que elle prenne tôt.;Bien que elle prend tôt.;prenne;prend;prenne;subjunctive 
Bien que elle soit tôt.;Bien que elle est tôt.;soit;est;soit;subjunctive 
Bien que elle ait tôt.;Bien que elle a tôt.;ait;a;ait;subjunctive 
Bien que elle fasse tôt.;Bien que elle fait tôt.;fasse;fait;fasse;subjunctive 
Bien que elle aille tôt.;Bien que elle va tôt.;aille;va;aille;subjunctive 
Bien que elle sache tôt.;Bien que elle sait tôt.;sache;sait;sache;subjunctive 
Bien que elle veuille tôt.;Bien que elle veut tôt.;veuille;veut;veuille;subjunctive 
Bien que elle dise tôt.;Bien que elle dit tôt.;dise;dit;dise;subjunctive 
Bien que elle voie tôt.;Bien que elle voit tôt.;voie;voit;voie;subjunctive 
Bien que nous venions tôt.;Bien que nous venons tôt.;venions;venons;venions;subjunctive 
Bien que nous partions tôt.;Bien que nous partons tôt.;partions;partons;partions;subjunctive 
Bien que nous finissions tôt.;Bien que nous finissons tôt.;finissions;finissons;finissions;subjunctive 
Bien que nous prenions tôt.;Bien que nous prenons tôt.;prenions;prenons;prenions;subjunctive 
Bien que nous soyons tôt.;Bien que nous sommes tôt.;soyons;sommes;soyons;subjunctive 
Bien que nous ayons tôt.;Bien que nous avons tôt.;ayons;avons;ayons;subjunctive 
Bien que nous fassions tôt.;Bien que nous faisons tôt.;fassions;faisons;fassions;subjunctive 
Bien que nous allions tôt.;Bien que nous allons tôt.;allions;allons;allions;subjunctive 
Bien que nous sachions tôt.;Bien que nous savons tôt.;sachions;savons;sachions;subjunctive 
Bien que nous voulions tôt.;Bien que nous voulons tôt.;voulions;voulons;voulions;subjunctive 
Bien que nous disions tôt.;Bien que nous disons tôt.;disions;disons;disions;subjunctive 
Bien que nous voyions tôt.;Bien que nous voyons tôt.;voyions;voyons;voyions;subjunctive 
Bien que vous veniez tôt.;Bien que vous venez tôt.;veniez;venez;veniez;subjunctive 
Bien que vous partiez tôt.;Bien que vous partez tôt.;partiez;partez;partiez;subjunctive 
Bien que vous finissiez tôt.;Bien que vous finissez tôt.;finissiez;finissez;finissiez;subjunctive 
Bien que vous preniez tôt.;Bien que vous prenez tôt.;preniez;prenez;preniez;subjunctive 
Bien que vous soyez tôt.;Bien que vous êtes tôt.;soyez;êtes;soyez;subjunctive 
Bien que vous ayez tôt.;Bien que vous avez tôt.;ayez;avez;ayez;subjunctive 
Bien que vous fassiez tôt.;Bien que vous faites tôt.;fassiez;faites;fassiez;subjunctive 
Bien que vous alliez tôt.;Bien que vous allez tôt.;alliez;allez;alliez;subjunctive 
Bien que vous sachiez tôt.;Bien que vous savez tôt.;sachiez;savez;sachiez;subjunctive 
Bien que vous vouliez tôt.;Bien que vous voulez tôt.;vouliez;voulez;vouliez;subjunctive 
Bien que vous disiez tôt.;Bien que vous dites tôt.;disiez;dites;disiez;subjunctive 
Bien que vous voyiez tôt.;Bien que vous voyez tôt.;voyiez;voyez;voyiez;subjunctive 
Bien que ils viennent tôt.;Bien que ils viennent tôt.;viennent;viennent;viennent;subjunctive 
Bien que ils partent tôt.;Bien que ils partent tôt.;partent;partent;partent;subjunctive 
Bien que ils finissent tôt.;Bien que ils finissent tôt.;finissent;finissent;finissent;subjunctive 
Bien que ils prennent tôt.;Bien que ils prennent tôt.;prennent;prennent;prennent;subjunctive 
Bien que ils soient tôt.;Bien que ils sont tôt.;soient;sont;soient;subjunctive 
Bien que ils aient tôt.;Bien que ils ont tôt.;aient;ont;aient;subjunctive 
Bien que ils fassent tôt.;Bien que ils font tôt.;fassent;font;fassent;subjunctive 
Bien que ils aillent tôt.;Bien que ils vont tôt.;aillent;vont;aillent;subjunctive 
Bien que ils sachent tôt.;Bien que ils savent tôt.;sachent;savent;sachent;subjunctive 
Bien que ils veuillent tôt.;Bien que ils veulent tôt.;veuillent;veulent;veuillent;subjunctive 
Bien que ils disent tôt.;Bien que ils disent tôt.;disent;disent;disent;subjunctive 
Bien que ils voient tôt.;Bien que ils voient tôt.;voient;voient;voient;subjunctive 
Bien que elles viennent tôt.;Bien que elles viennent tôt.;viennent;viennent;viennent;subjunctive 
Bien que elles partent tôt.;Bien que elles partent tôt.;partent;partent;partent;subjunctive 
Bien que elles finissent tôt.;Bien que elles finissent tôt.;finissent;finissent;finissent;subjunctive 
Bien que elles prennent tôt.;Bien que elles prennent tôt.;prennent;prennent;prennent;subjunctive 
Bien que elles soient tôt.;Bien que elles sont tôt.;soient;sont;soient;subjunctive 
Bien que elles aient tôt.;Bien que elles ont tôt.;aient;ont;aient;subjunctive 
Bien que elles fassent tôt.;Bien que elles font tôt.;fassent;font;fassent;subjunctive 
Bien que elles aillent tôt.;Bien que elles vont tôt.;aillent;vont;aillent;subjunctive 
Bien que elles sachent tôt.;Bien que elles savent tôt.;sachent;savent;sachent;subjunctive 
Bien que elles veuillent tôt.;Bien que elles veulent tôt.;veuillent;veulent;veuillent;subjunctive 
Bien que elles disent tôt.;Bien que elles disent tôt.;disent;disent;disent;subjunctive 
Bien que elles voient tôt.;Bien que elles voient tôt.;voient;voient;voient;subjunctive 
Pour que je vienne demain.;Pour que je viens demain.;vienne;viens;vienne;subjunctive 
Pour que je parte demain.;Pour que je pars demain.;parte;pars;parte;subjunctive 
Pour que je finisse demain.;Pour que je finis demain.;finisse;finis;finisse;subjunctive 
Pour que je prenne demain.;Pour que je prends demain.;prenne;prends;prenne;subjunctive 
Pour que je sois demain.;Pour que je suis demain.;sois;suis;sois;subjunctive 
Pour que je aie demain.;Pour que je ai demain.;aie;ai;aie;subjunctive 
Pour que je fasse demain.;Pour que je fais demain.;fasse;fais;fasse;subjunctive 
Pour que je aille demain.;Pour que je vais demain.;aille;vais;aille;subjunctive 
Pour que je sache demain.;Pour que je sais demain.;sache;sais;sache;subjunctive 
Pour que je veuille demain.;Pour que je veux demain.;veuille;veux;veuille;subjunctive 
Pour que je dise demain.;Pour que je dis demain.;dise;dis;dise;subjunctive 
Pour que je voie demain.;Pour que je vois demain.;voie;vois;voie;subjunctive 
Pour que tu viennes demain.;Pour que tu viens demain.;viennes;viens;viennes;subjunctive 
Pour que tu partes demain.;Pour que tu pars demain.;partes;pars;partes;subjunctive 
Pour que tu finisses demain.;Pour que tu finis demain.;finisses;finis;finisses;subjunctive 
Pour que tu prennes demain.;Pour que tu prends demain.;prennes;prends;prennes;subjunctive 
Pour que tu sois demain.;Pour que tu es demain.;sois;es;sois;subjunctive 
Pour que tu aies demain.;Pour que tu as demain.;aies;as;aies;subjunctive 
Pour que tu fasses demain.;Pour que tu fais demain.;fasses;fais;fasses;subjunctive 
Pour que tu ailles demain.;Pour que tu vas demain.;ailles;vas;ailles;subjunctive 
Pour que tu saches demain.;Pour que tu sais demain.;saches;sais;saches;subjunctive 
Pour que tu veuilles demain.;Pour que tu veux demain.;veuilles;veux;veuilles;subjunctive 
Pour que tu dises demain.;Pour que tu dis demain.;dises;dis;dises;subjunctive 
Pour que tu voies demain.;Pour que tu vois demain.;voies;vois;voies;subjunctive 
Pour que il vienne demain.;Pour que il vient demain.;vienne;vient;vienne;subjunctive 
Pour que il parte demain.;Pour que il part demain.;parte;part;parte;subjunctive 
Pour que il finisse demain.;Pour que il finit demain.;finisse;finit;finisse;subjunctive 
Pour que il prenne demain.;Pour que il prend demain.;prenne;prend;prenne;subjunctive 
Pour que il soit demain.;Pour que il est demain.;soit;est;soit;subjunctive 
Pour que il ait demain.;Pour que il a demain.;ait;a;ait;subjunctive 
Pour que il fasse demain.;Pour que il fait demain.;fasse;fait;fasse;subjunctive 
Pour que il aille demain.;Pour que il va demain.;aille;va;aille;subjunctive 
Pour que il sache demain.;Pour que il sait demain.;sache;sait;sache;subjunctive 
Pour que il veuille demain.;Pour que il veut demain.;veuille;veut;veuille;subjunctive 
Pour que il dise demain.;Pour que il dit demain.;dise;dit;dise;subjunctive 
Pour que il voie demain.;Pour que il voit demain.;voie;voit;voie;subjunctive 
Pour que elle vienne demain.;Pour que elle vient demain.;vienne;vient;vienne;subjunctive 
Pour que elle parte demain.;Pour que elle part demain.;parte;part;parte;subjunctive 
Pour que elle finisse demain.;Pour que elle finit demain.;finisse;finit;finisse;subjunctive 
Pour que elle prenne demain.;Pour que elle prend demain.;prenne;prend;prenne;subjunctive 
Pour que elle soit demain.;Pour que elle est demain.;soit;est;soit;subjunctive 
Pour que elle ait demain.;Pour que elle a demain.;ait;a;ait;subjunctive 
Pour que elle fasse demain.;Pour que elle fait demain.;fasse;fait;fasse;subjunctive 
Pour que elle aille demain.;Pour que elle va demain.;aille;va;aille;subjunctive 
Pour que elle sache demain.;Pour que elle sait demain.;sache;sait;sache;subjunctive 
Pour que elle veuille demain.;Pour que elle veut demain.;veuille;veut;veuille;subjunctive 
Pour que elle dise demain.;Pour que elle dit demain.;dise;dit;dise;subjunctive 
Pour que elle voie demain.;Pour que elle voit demain.;voie;voit;voie;subjunctive 
Pour que nous venions demain.;Pour que nous venons demain.;venions;venons;venions;subjunctive 
Pour que nous partions demain.;Pour que nous partons demain.;partions;partons;partions;subjunctive 
Pour que nous finissions demain.;Pour que nous finissons demain.;finissions;finissons;finissions;subjunctive 
Pour que nous prenions demain.;Pour que nous prenons demain.;prenions;prenons;prenions;subjunctive 
Pour que nous soyons demain.;Pour que nous sommes demain.;soyons;sommes;soyons;subjunctive 
Pour que nous ayons demain.;Pour que nous avons demain.;ayons;avons;ayons;subjunctive 
Pour que nous fassions demain.;Pour que nous faisons demain.;fassions;faisons;fassions;subjunctive 
Pour que nous allions demain.;Pour que nous allons demain.;allions;allons;allions;subjunctive 
Pour que nous sachions demain.;Pour que nous savons demain.;sachions;savons;sachions;subjunctive 
Pour que nous voulions demain.;Pour que nous voulons demain.;voulions;voulons;voulions;subjunctive 
Pour que nous disions demain.;Pour que nous disons demain.;disions;disons;disions;subjunctive 
Pour que nous voyions demain.;Pour que nous voyons demain.;voyions;voyons;voyions;subjunctive 
Pour que vous veniez demain.;Pour que vous venez demain.;veniez;venez;veniez;subjunctive 
Pour que vous partiez demain.;Pour que vous partez demain.;partiez;partez;partiez;subjunctive 
Pour que vous finissiez demain.;Pour que vous finissez demain.;finissiez;finissez;finissiez;subjunctive 
Pour que vous preniez demain.;Pour que vous prenez demain.;preniez;prenez;preniez;subjunctive 
Pour que vous soyez demain.;Pour que vous êtes demain.;soyez;êtes;soyez;subjunctive 
Pour que vous ayez demain.;Pour que vous avez demain.;ayez;avez;ayez;subjunctive 
Pour que vous fassiez demain.;Pour que vous faites demain.;fassiez;faites;fassiez;subjunctive 
Pour que vous alliez demain.;Pour que vous allez demain.;alliez;allez;alliez;subjunctive 
Pour que vous sachiez demain.;Pour que vous savez demain.;sachiez;savez;sachiez;subjunctive 
Pour que vous vouliez demain.;Pour que vous voulez demain.;vouliez;voulez;vouliez;subjunctive 
Pour que vous disiez demain.;Pour que vous dites demain.;disiez;dites;disiez;subjunctive 
Pour que vous voyiez demain.;Pour que vous voyez demain.;voyiez;voyez;voyiez;subjunctive 
Pour que ils viennent demain.;Pour que ils viennent demain.;viennent;viennent;viennent;subjunctive 
Pour que ils partent demain.;Pour que ils partent demain.;partent;partent;partent;subjunctive 
Pour que ils finissent demain.;Pour que ils finissent demain.;finissent;finissent;finissent;subjunctive 
Pour que ils prennent demain.;Pour que ils prennent demain.;prennent;prennent;prennent;subjunctive 
Pour que ils soient demain.;Pour que ils sont demain.;soient;sont;soient;subjunctive 
Pour que ils aient demain.;Pour que ils ont demain.;aient;ont;aient;subjunctive 
Pour que ils fassent demain.;Pour que ils font demain.;fassent;font;fassent;subjunctive 
Pour que ils aillent demain.;Pour que ils vont demain.;aillent;vont;aillent;subjunctive 
Pour que ils sachent demain.;Pour que ils savent demain.;sachent;savent;sachent;subjunctive 
Pour que ils veuillent demain.;Pour que ils veulent demain.;veuillent;veulent;veuillent;subjunctive 
Pour que ils disent demain.;Pour que ils disent demain.;disent;disent;disent;subjunctive 
Pour que ils voient demain.;Pour que ils voient demain.;voient;voient;voient;subjunctive 
Pour que elles viennent demain.;Pour que elles viennent demain.;viennent;viennent;viennent;subjunctive 
Pour que elles partent demain.;Pour que elles partent demain.;partent;partent;partent;subjunctive 
Pour que elles finissent demain.;Pour que elles finissent demain.;finissent;finissent;finissent;subjunctive 
Pour que elles prennent demain.;Pour que elles prennent demain.;prennent;prennent;prennent;subjunctive 
Pour que elles soient demain.;Pour que elles sont demain.;soient;sont;soient;subjunctive 
Pour que elles aient demain.;Pour que elles ont demain.;aient;ont;aient;subjunctive 
Pour que elles fassent demain.;Pour que elles font demain.;fassent;font;fassent;subjunctive 
Pour que elles aillent demain.;Pour que elles vont demain.;aillent;vont;aillent;subjunctive 
Pour que elles sachent demain.;Pour que elles savent demain.;sachent;savent;sachent;subjunctive 
Pour que elles veuillent demain.;Pour que elles veulent demain.;veuillent;veulent;veuillent;subjunctive 
Pour que elles disent demain.;Pour que elles disent demain.;disent;disent;disent;subjunctive 
Pour que elles voient demain.;Pour que elles voient demain.;voient;voient;voient;subjunctive 
Avant que je vienne à la maison.;Avant que je viens à la maison.;vienne;viens;vienne;subjunctive 
Avant que je parte à la maison.;Avant que je pars à la maison.;parte;pars;parte;subjunctive 
Avant que je finisse à la maison.;Avant que je finis à la maison.;finisse;finis;finisse;subjunctive 
Avant que je prenne à la maison.;Avant que je prends à la maison.;prenne;prends;prenne;subjunctive 
Avant que je sois à la maison.;Avant que je suis à la maison.;sois;suis;sois;subjunctive 
Avant que je aie à la maison.;Avant que je ai à la maison.;aie;ai;aie;subjunctive 
Avant que je fasse à la maison.;Avant que je fais à la maison.;fasse;fais;fasse;subjunctive 
Avant que je aille à la maison.;Avant que je vais à la maison.;aille;vais;aille;subjunctive 
Avant que je sache à la maison.;Avant que je sais à la maison.;sache;sais;sache;subjunctive 
Avant que je veuille à la maison.;Avant que je veux à la maison.;veuille;veux;veuille;subjunctive 
Avant que je dise à la maison.;Avant que je dis à la maison.;dise;dis;dise;subjunctive 
Avant que je voie à la maison.;Avant que je vois à la maison.;voie;vois;voie;subjunctive 
Avant que tu viennes à la maison.;Avant que tu viens à la maison.;viennes;viens;viennes;subjunctive 
Avant que tu partes à la maison.;Avant que tu pars à la maison.;partes;pars;partes;subjunctive 
Avant que tu finisses à la maison.;Avant que tu finis à la maison.;finisses;finis;finisses;subjunctive 
Avant que tu prennes à la maison.;Avant que tu prends à la maison.;prennes;prends;prennes;subjunctive 
Avant que tu sois à la maison.;Avant que tu es à la maison.;sois;es;sois;subjunctive 
